questions asked,auc,z_auc,z_auc_lb,z_auc_ub
1.0,0.6677242615275265,0.674262629979117,0.6357697935676668,0.7128283887313276
6.0,0.8761071888088017,0.8955837397593446,0.8596389514438366,0.9315466730275374
11.0,0.9109826983703391,0.9267362723987724,0.8985548094736754,0.9549315567487712
16.0,0.9363365965662703,0.9469740014453555,0.9282385003307209,0.9657198662364372
21.0,0.9673951263599824,0.9720713001867414,0.9629415662827289,0.9812060911488403
26.0,0.9731439908896999,0.9765287840453875,0.9676527881883681,0.9854105465633648
31.0,0.9843577233524989,0.9001800272740675,0.880607256669415,0.9198080432610373
36.0,0.9751427814539834,0.9622612381748148,0.9541063570252745,0.9704296268067805
41.0,0.9803749645828522,0.9808950665347723,0.9762312534563752,0.9855617280303882
46.0,0.9867171642130271,0.9838422030449624,0.980861953864034,0.9868262531689949
51.0,0.9892228876771761,0.9892228876771761,0.9892228876771761,0.9892228876771761
56.0,0.9930549952488193,0.9930549952488193,0.9930549952488193,0.9930549952488193
61.0,0.9937757598980396,0.9090801377782239,0.8936652995586041,0.9245475478952444
66.0,0.9944491440228996,0.9944491440228996,0.9944491440228996,0.9944491440228996
71.0,0.996909377596252,0.9135760442629186,0.8998627626246735,0.9273407060729869
76.0,0.9986143844423331,0.8319477177756665,0.8045211544991763,0.8594770413958032
81.0,0.9975345920063443,0.7475345920063443,0.706394747091609,0.7888285774365493
86.0,0.9969303447185326,0.7469303447185326,0.7057904998037973,0.7882243301487376
91.0,0.9996939087848178,0.5830272421181512,0.5144608339269257,0.6518505511684929
96.0,0.9996886764563532,0.6663553431230199,0.6115022165700394,0.7214139903632932
101.0,0.9995408631772268,0.5828741965105602,0.5143077883193345,0.6516975055609019
