random_diss,qsampled_diss,qsampled_diss_pos,m2_diss,m2_diss_pos,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp,run
2.3158303197440664,0.1486831976451249,0.2799600263578706,2.3158303197440664,1.7462970951512977,3.6375861597263857,4,5,5,5,0
2.9178167219070343,0.15831740707806335,0.2905579138976174,2.387380741564403,1.742894067916798,3.5786946418981938,1,1,2,4,0
2.92669080766017,0.2029041660269819,0.3550570701655403,1.688946389017875,1.3232811728449938,3.6942191719915183,4,2,5,4,0
1.9935652389574758,0.08606568885798412,0.24496044536889572,1.054395639669204,1.8000629698339545,2.910525039681827,4,2,3,4,0
1.9935652389574758,1.1029493500940177,0.2427113084511761,1.054395639669204,1.8023371105494066,2.3672512346336534,4,4,1,4,0
1.6509369551252417,0.9201087145579815,0.26866855999492706,1.5789133579948755,1.6386280996180371,2.1336560934381734,3,4,3,5,0
2.6837567511440543,0.9200475977631993,0.5666324705716287,1.3155170685540496,1.4404394409910672,3.095569357179786,2,2,1,5,0
2.477746853864042,0.8087353139374207,0.49407226015827294,2.177481225452905,1.7375535473263881,2.853254655109423,4,3,5,5,0
2.2769334921043356,0.7747822729701466,0.5558896518202114,2.1947639304804176,1.6397815997928116,2.764483055073295,5,4,4,5,0
2.1183290208650356,0.783083492745757,0.5037920657279246,2.0293893167948114,1.43480889981871,2.8614945111458603,4,3,1,4,0
2.0905369435311933,0.9672960951749473,0.6356703827687763,1.852652844802183,1.365062515384316,2.9555036925804035,4,3,2,4,0
2.0927228478295117,1.2897328644714416,0.8567960693473982,1.7160779851759125,1.2285562638458845,2.9606826115566554,1,1,2,4,0
2.1748268081596325,1.1910025725503215,0.8496034354160766,1.7679488050087213,1.2676447526782775,2.7310264516572893,5,2,2,5,0
2.2044811864677607,1.2379279776398255,0.9735423325539891,1.6733159456669513,1.1966500629153316,2.6346250081508242,2,1,4,4,0
2.2056268260014735,1.1823208939547993,0.8200171478125505,1.7736484046758092,1.1966500629153316,2.7685308973163965,3,1,3,4,0
2.2056268260014735,1.120967756549009,0.8277292638000359,1.7736484046758092,1.3406041300090459,2.768530897316397,4,4,2,5,0
2.0872072102356958,1.0689859326494382,0.794457206947167,1.7211987087476193,1.2900674993996668,2.717944338315643,3,4,4,4,0
1.822630257714378,1.1318194575512253,0.9614023319869673,1.757489906962959,1.2869177151883637,2.2747527686693862,4,4,3,4,0
1.822630257714378,1.0738057388507158,0.9758035363646533,1.6779590364420887,1.2117078841772135,2.1842804240539033,3,3,2,5,0
1.640997750535359,1.1121405124860244,1.1537723123486379,1.7695492682250749,1.239361456299185,2.3123579443299738,3,3,1,5,0
1.9548359798425945,1.0686100500284215,0.844779813108396,1.8268539758118025,1.4089425048026223,2.1595479557636468,4,1,4,5,0
1.8611156970214502,1.1388468071617,1.0162064546415908,1.9962041300881483,1.4533028787132671,2.1466624433651824,1,1,3,3,0
1.8376749413342823,1.0980923690265254,1.029187196295573,1.9187020246821433,1.4410984125430057,2.1486951428467798,5,1,4,1,0
1.8432525163018216,1.0464038097631998,1.0259667091676907,1.9788805921311836,1.3623280619328473,2.138251782498088,1,3,4,2,0
1.7074653999919667,1.1128765665984919,1.0259667091676907,2.026424704421123,1.3690362553489481,2.1407923435636884,3,1,3,4,0
1.7597926019531374,1.1128765665984919,1.0259742669623075,1.94789487230914,1.4041414101533345,2.1407923435636884,3,1,3,4,0
1.8487608297573752,1.0880325722275963,1.084868528232531,1.9195956594940013,1.4493087415529293,2.27002181689992,1,1,4,2,0
1.7869532211436272,1.0903187791458921,1.042760186552582,1.9426257118358379,1.479045218490925,2.3021612616755323,2,3,3,3,0
2.0786100806369157,1.0524159765276615,1.042760186552582,1.9343501570743291,1.476481501455338,2.1952134084736263,2,4,4,2,0
2.011156664849559,1.019790232927645,1.0039748869239515,1.9354635690972621,1.5149834139441525,2.2789180726057605,5,1,3,5,0
2.106086305388737,1.0041543598352485,0.9517503877837025,1.9808824695018852,1.5171415559174708,2.3221797829090858,3,1,4,4,0
1.9746781135638756,1.105924625226522,1.1678641765102975,1.9838469965725456,1.5597714844257469,2.3621625189215996,1,1,2,5,0
2.0579893570970147,1.2168099270174404,1.1678641765102975,2.0409803199775665,1.5635020816325464,2.4811700065856623,1,4,2,5,0
2.093108845947264,1.120414996955164,1.2917296550259456,1.9911817728887646,1.6066118049643618,2.3879927212145673,5,1,4,4,0
2.110912565187155,1.1207917225000437,1.2863125359793128,1.928760812502856,1.6010848759310081,2.3760716549748238,1,5,1,5,0
1.9094325710840556,1.1949844065598023,1.2664665975341882,1.9316952950939097,1.57799625137906,2.6216174221989594,2,3,4,2,0
1.9097150661876474,1.2579153289924592,1.2565598113088636,1.9319866181694887,1.5784445031888714,2.561438085552015,3,4,2,3,0
