questions,variable,mean,var,lower,upper
0,m2_diss,1.5606704934644322,0.029628562259136095,1.5366690350828671,1.584671951845996
0,m3_diss,1.5414949552552555,0.03583512009474152,1.5150990370132642,1.567890873497245
0,qsampled_diss,1.6031871077988442,0.031943907970111166,1.5782654823078994,1.6281087332897877
0,random_diss,1.6199788113676348,0.02961555880629528,1.595982620472237,1.6439750022630317
1,m2_diss,1.3583736684281755,0.22017674759836472,1.2929450020169617,1.4238023348393893
1,m3_diss,2.152759373752858,0.3164036643217287,2.074325602974781,2.231193144530935
1,qsampled_diss,1.3009573743291907,0.13237484063711716,1.250225014100881,1.3516897345575003
1,random_diss,1.8086050625647132,0.43422458417683,1.7167211359331296,1.9004889891962968
2,m2_diss,1.4716020936154075,0.17507063386408767,1.4132590616875862,1.5299451255432288
2,m3_diss,1.9705642884786465,0.15735984866756328,1.915251021886657,2.025877555070636
2,qsampled_diss,1.497502983819999,0.17779579546830102,1.438707619517566,1.5562983481224313
2,random_diss,1.8461010908038782,0.3112418263095722,1.7683097387364302,1.9238924428713249
3,m2_diss,1.4481171665081982,0.1339767158916245,1.3970787717849522,1.4991555612314447
3,m3_diss,1.7830235449496732,0.0949366653015234,1.740060077092,1.8259870128073463
3,qsampled_diss,1.5076417507537931,0.12944904793391765,1.457473174908946,1.5578103265986407
3,random_diss,1.7621108739625633,0.21173047992861968,1.6979494441670215,1.8262723037581041
4,m2_diss,1.4166315000410505,0.11742126955640768,1.3688504457537078,1.4644125543283941
4,m3_diss,1.8809853541714845,0.06334602247182272,1.8458906151120602,1.9160800932309079
4,qsampled_diss,1.4328248254375944,0.13227035303233683,1.38211249148178,1.4835371593934084
4,random_diss,1.7502367578916176,0.16389020144299718,1.693787422006183,1.8066860937770526
5,m2_diss,1.510253572024637,0.12627388623998853,1.4607040903598105,1.5598030536894636
5,m3_diss,1.9015136314428798,0.07299148860694175,1.8638416509271583,1.9391856119586026
5,qsampled_diss,1.4570366664205856,0.13853138167888887,1.405137972891228,1.508935359949943
5,random_diss,1.7455312429856957,0.15039362255720096,1.6914561776828383,1.7996063082885536
6,m2_diss,1.5281194903462225,0.09527008727048766,1.4850806437686697,1.5711583369237758
6,m3_diss,1.9729217843792144,0.06944700720876953,1.9361758656857047,2.009667703072725
6,qsampled_diss,1.449633867388454,0.10410976803076341,1.404642615069848,1.4946251197070606
6,random_diss,1.7479105163581752,0.14335674702696383,1.6951156844821837,1.8007053482341662
7,m2_diss,1.5616494674149195,0.07031879925848644,1.5246736259988038,1.5986253088310338
7,m3_diss,1.9713230975897371,0.06001870141325597,1.937162485820044,2.00548370935943
7,qsampled_diss,1.496141640093776,0.06703982924554432,1.460038182812104,1.5322450973754482
7,random_diss,1.8042375340110846,0.11705286696988348,1.7565314937846308,1.8519435742375383
8,m2_diss,1.5693892101117957,0.05754284367055477,1.5359406056826765,1.6028378145409152
8,m3_diss,2.0183043618640495,0.05108162261485019,1.9867895524911234,2.0498191712369755
8,qsampled_diss,1.4909230372778324,0.06406909800075546,1.4556285686919943,1.5262175058636704
8,random_diss,1.8042094972387708,0.09802382001386205,1.760553073723879,1.8478659207536625
9,m2_diss,1.568264269745835,0.04830833824742021,1.537616887035937,1.5989116524557332
9,m3_diss,2.015737281947784,0.05480655742418067,1.983093640113398,2.0483809237821697
9,qsampled_diss,1.4666669981605027,0.051836781308331414,1.4349200958248254,1.498413900496181
9,random_diss,1.760011371141018,0.08406911203033192,1.719581666136214,1.8004410761458214
10,m2_diss,1.5471922417734512,0.04507720379700788,1.5175875307279836,1.5767969528189196
10,m3_diss,2.0006914982842026,0.05147464470190177,1.9690556837216666,2.032327312846739
10,qsampled_diss,1.4595415010297628,0.05000584549776602,1.4283603078601026,1.4907226941994243
10,random_diss,1.7332214941631618,0.07797207479760576,1.6942854444486888,1.7721575438776358
11,m2_diss,1.5387398891090265,0.03939703391805173,1.5110632018989216,1.5664165763191322
11,m3_diss,1.9444244446026,0.04075080400690667,1.916276257234048,1.9725726319711525
11,qsampled_diss,1.4716928942664402,0.04273513708363313,1.442867524099138,1.500518264433743
11,random_diss,1.7378516185761468,0.0720638625092599,1.7004197842200575,1.7752834529322365
12,m2_diss,1.5335612007138135,0.03689351661173451,1.5067783149458016,1.5603440864818254
12,m3_diss,1.9292128772740103,0.038999600012598654,1.9016761439448862,1.9567496106031343
12,qsampled_diss,1.4467032768694663,0.03577989782810924,1.4203277046514977,1.473078849087435
12,random_diss,1.7010811277796372,0.06180508556827463,1.6664158688557698,1.7357463867035041
13,m2_diss,1.5517836789338135,0.03548021226726963,1.52551879735085,1.5780485605167767
13,m3_diss,1.942584245479766,0.03453093199367978,1.9166731071731593,1.968495383786374
13,qsampled_diss,1.4987326674973827,0.04074199618741777,1.4705875222473515,1.5268778127474143
13,random_diss,1.720378373825929,0.06394632517362443,1.685117738083837,1.7556390095680212
14,m2_diss,1.5657458090854635,0.033830448099654416,1.5400988300076335,1.5913927881632934
14,m3_diss,1.9582725457880041,0.03238808120416026,1.9331782535024866,1.9833668380735208
14,qsampled_diss,1.4964673039200904,0.03810300594666603,1.469248943435404,1.523685664404776
14,random_diss,1.7141503772937687,0.06016797694453676,1.679947310617694,1.7483534439698434
15,m2_diss,1.573923113282441,0.03303007534936581,1.5485813328011548,1.5992648937637257
15,m3_diss,1.9751485010989291,0.03249509050656987,1.9500127875835753,2.000284214614283
15,qsampled_diss,1.5034382519520242,0.03618413471600061,1.4769141042158846,1.5299623996881637
15,random_diss,1.721829997722353,0.05908796519284095,1.687935292627721,1.7557247028169838
16,m2_diss,1.5659198858212011,0.03024179848903324,1.5416713148296606,1.5901684568127417
16,m3_diss,1.9738990992216265,0.0305548384736642,1.9495253499964063,1.998272848446846
16,qsampled_diss,1.5049477384695882,0.0325792684334063,1.4797794892125213,1.530115987726655
16,random_diss,1.729541913091692,0.055904925469209256,1.6965727913051403,1.7625110348782438
17,m2_diss,1.5602056968270934,0.027732973887712894,1.5369847157927632,1.5834266778614232
17,m3_diss,1.941359538857117,0.026873524555267116,1.918501200496086,1.9642178772181462
17,qsampled_diss,1.5397280119096626,0.031121001565036537,1.515129483580048,1.5643265402392772
17,random_diss,1.7528597418114744,0.05005051771436545,1.7216646240491038,1.7840548595738446
18,m2_diss,1.560635313940866,0.02243763818843882,1.539748561817545,1.5815220660641869
18,m3_diss,1.8962157653149803,0.023044900841912914,1.875048255770214,1.9173832748597466
18,qsampled_diss,1.5693140770284766,0.03270607543979919,1.5440968946464602,1.5945312594104921
18,random_diss,1.7515358753198225,0.04711421657293369,1.721269645228413,1.7818021054112327
19,m2_diss,1.5772413284628026,0.02450207259761041,1.5554148458633088,1.5990678110622973
19,m3_diss,1.9267289169023996,0.02287919238821263,1.9056376490312505,1.9478201847735486
19,qsampled_diss,1.5608927773597034,0.032267542838857084,1.535845225178442,1.5859403295409635
19,random_diss,1.7597544991719551,0.045998215611408516,1.7298488775119074,1.7896601208320033
20,m2_diss,1.5592558220514479,0.025492538276201078,1.536992555684725,1.5815190884181707
20,m3_diss,1.966714894446048,0.023332972157044895,1.9454154942414819,1.9880142946506132
20,qsampled_diss,1.5311295875413,0.03408031683997987,1.5053880695306228,1.5568711055519777
20,random_diss,1.7724599292542005,0.04542519342355654,1.7427411658152616,1.8021786926931385
21,m2_diss,1.5600605900693798,0.024095370604167585,1.5384160108366935,1.581705169302067
21,m3_diss,1.981281876830991,0.023173786140835657,1.9600552570972112,2.0025084965647713
21,qsampled_diss,1.5171468841543545,0.03020313762046846,1.492913817707323,1.541379950601386
21,random_diss,1.7751996011199684,0.042130448450581344,1.7465788924275425,1.8038203098123935
22,m2_diss,1.576290302277166,0.026394062401160573,1.5536367943870137,1.5989438101673181
22,m3_diss,2.0053380929434077,0.02134004954021623,1.9849686077030417,2.0257075781837734
22,qsampled_diss,1.5161029507545518,0.03198748731361849,1.4911643314456384,1.5410415700634648
22,random_diss,1.7916246418545487,0.040863740466484014,1.7634374766398508,1.819811807069247
23,m2_diss,1.5688870243493815,0.024114189858356432,1.547233994212562,1.5905400544862016
23,m3_diss,1.9753735287282919,0.019643436057685305,1.9558305359681045,1.9949165214884788
23,qsampled_diss,1.5127799967339235,0.030349232711787147,1.4884883923097647,1.5370716011580823
23,random_diss,1.779506835186045,0.039256383520139174,1.7518795960845763,1.8071340742875128
24,m2_diss,1.5706761316290585,0.024396311319157888,1.5488968061239026,1.5924554571342149
24,m3_diss,1.9740734644784481,0.021037530936504054,1.953848874478449,1.9942980544784472
24,qsampled_diss,1.513954528367478,0.03143128777252461,1.489233676636959,1.538675380097998
24,random_diss,1.7796596614957505,0.03987097932428067,1.7518169970157247,1.8075023259757763
25,m2_diss,1.5676893405011447,0.02279420642541838,1.5466372813862126,1.5887413996160755
25,m3_diss,1.976752732306629,0.01902889300279161,1.957517868994037,1.9959875956192206
25,qsampled_diss,1.505735087902209,0.02826296082918478,1.4822932763313894,1.5291768994730284
25,random_diss,1.775881829758275,0.036682969276207865,1.7491754768635013,1.8025881826530488
26,m2_diss,1.5901514648156192,0.021280802277928154,1.5698102755509626,1.6104926540802749
26,m3_diss,1.9790942770001698,0.01800339433181376,1.9603848908177153,1.9978036631826248
26,qsampled_diss,1.5229272275545191,0.029281893481663795,1.4990665967678038,1.5467878583412336
26,random_diss,1.7879934715787191,0.03463959313358651,1.7620415970078958,1.813945346149542
27,m2_diss,1.5976468490565676,0.02039132284997375,1.5777353002446228,1.6175583978685124
27,m3_diss,1.9713709259173962,0.01727777465720637,1.9530424545618301,1.9896993972729609
27,qsampled_diss,1.532989583393745,0.027867511135386852,1.5097123460923076,1.5562668206951824
27,random_diss,1.7837957024896423,0.03254385634508235,1.7586411352860625,1.808950269693222
28,m2_diss,1.593289749386094,0.019020557142545358,1.5740590995791413,1.6125203991930463
28,m3_diss,1.963859477840596,0.016642145383282913,1.9458713072228035,1.9818476484583885
28,qsampled_diss,1.5354340862297462,0.025657536523619517,1.51309888753698,1.5577692849225115
28,random_diss,1.7839428710279353,0.03128431452678899,1.759279884586771,1.8086058574690995
29,m2_diss,1.6140245049470578,0.019867890500638363,1.5943701759604545,1.6336788339336603
29,m3_diss,1.9666101544829397,0.01630593866979419,1.9488046105754209,1.9844156983904577
29,qsampled_diss,1.5551612402210377,0.02765766931082319,1.5319718070981823,1.5783506733438932
29,random_diss,1.7939742417243065,0.030452958878714166,1.7696411613622856,1.8183073220863266
30,m2_diss,1.6155100271396667,0.01852889500993541,1.5965295510089665,1.6344905032703678
30,m3_diss,1.9593067388754506,0.015007742772113348,1.9422246872089475,1.9763887905419533
30,qsampled_diss,1.5555451218878296,0.025574372156239405,1.533246150373299,1.57784409340236
30,random_diss,1.7897306682221261,0.028295719683325685,1.7662752751921917,1.813186061252061
31,m2_diss,1.6174870760832596,0.01791989600286657,1.5988211266552521,1.636153025511267
31,m3_diss,1.960807645775874,0.014474956278523115,1.9440315470713605,1.9775837444803885
31,qsampled_diss,1.560147408528652,0.025905430761029198,1.537704571721867,1.582590245335438
31,random_diss,1.7921677185723004,0.02550364142262473,1.7698996044067103,1.8144358327378904
32,m2_diss,1.6194519552257944,0.01724799931425813,1.6011392837013787,1.6377646267502102
32,m3_diss,1.9512361527258986,0.013480772281236673,1.9350464181515121,1.967425887300285
32,qsampled_diss,1.578439723194592,0.024009757793935608,1.5568336306535566,1.600045815735628
32,random_diss,1.7966013581635243,0.023842014858654222,1.7750708728363673,1.8181318434906808
33,m2_diss,1.6116778777538605,0.01713192371940084,1.5934269305661017,1.6299288249416197
33,m3_diss,1.9280656326376155,0.014581878137318035,1.9112276881019283,1.9449035771733014
33,qsampled_diss,1.5741961045260169,0.022183498895535985,1.5534279758678404,1.5949642331841947
33,random_diss,1.7943027515323615,0.021985550145737245,1.7736274900361382,1.8149780130285849
