questions,variable,mean,var,lower,upper
0,m2_diss,0.16379746835443038,0.020552433695476248,0.14380741421694637,0.18378752249191443
0,m3_diss,0.15727848101265823,0.02649755346190975,0.13458060439501643,0.17997635763030004
0,qsampled_diss,0.22373417721518984,0.01815186733217441,0.20494780180019156,0.24252055263018812
0,random_diss,0.2274050632911392,0.019494005035592957,0.20793654590437444,0.24687358067790388
1,m2_diss,0.21088864502705934,0.040951429227106186,0.18267125285585936,0.23910603719825926
1,m3_diss,0.4886725738396624,0.028853149202008904,0.4649872703906223,0.5123578772887025
1,qsampled_diss,0.20292486440977003,0.025227270884586733,0.18077773324810065,0.22507199557143942
1,random_diss,0.374808927637272,0.056842160660911516,0.34156459407029094,0.40805326120425345
2,m2_diss,0.33721582783289683,0.03578006017756413,0.3108401957760916,0.36359145988970193
2,m3_diss,0.479385167328511,0.017616177256441923,0.4608780755713203,0.4978922590857018
2,qsampled_diss,0.33762080741216144,0.025526918138815687,0.31534253370990784,0.35989908111441526
2,random_diss,0.4721997954452118,0.03738406189060839,0.4452394417224896,0.4991601491679342
3,m2_diss,0.32391935957962537,0.03308822596158665,0.2985552813589969,0.34928343780025384
3,m3_diss,0.39145295470007313,0.013135779364429707,0.3754717223773876,0.4074341870227588
3,qsampled_diss,0.36292739152543696,0.02496561145360855,0.3408954157203735,0.3849593673305004
3,random_diss,0.44525287851267964,0.02670434548076149,0.4224666047231161,0.4680391523022432
4,m2_diss,0.3255836014877061,0.030081898073196386,0.30139922137857333,0.349767981596839
4,m3_diss,0.4735965538285318,0.009246577317351588,0.46018828078949736,0.4870048268675662
4,qsampled_diss,0.34331305745604146,0.023077861673748944,0.32213041550892496,0.36449569940315796
4,random_diss,0.4780433700409671,0.02187525009320042,0.4574200369674798,0.4986667031144544
5,m2_diss,0.3912537822481364,0.02804040012458385,0.36790445103914626,0.4146031134571265
5,m3_diss,0.540853806014139,0.008083669182109805,0.5283170085889417,0.5533906034393361
5,qsampled_diss,0.37951974625246826,0.02105580501364881,0.35928637419780585,0.3997531183071307
5,random_diss,0.5078359505387395,0.01915748415361191,0.48853620513863866,0.5271356959388401
6,m2_diss,0.3960480792617262,0.02199043768959217,0.3753705197645175,0.41672563875893487
6,m3_diss,0.5637935192235473,0.007592155100147494,0.5516438381417674,0.5759432003053269
6,qsampled_diss,0.3643451595870361,0.01835284741496878,0.3454550677487935,0.38323525142527853
6,random_diss,0.49995992984093335,0.018441286856155748,0.4810243785342138,0.5188954811476528
7,m2_diss,0.34379801470757626,0.01773258597980381,0.3252298756662406,0.3623661537489119
