variable,questions,mean,var,lower,upper
qsampled,1,0.25523747560096066,0.08492294994671172,0.2371537830094597,0.2733211681924616
runif,1,0.4393106571666635,0.10935700752243685,0.4187896870151829,0.4598316273181445
m2,1,0.36280344373873885,0.09017489468677722,0.3441689584340466,0.3814379290434312
actual,1,0.2583018621485349,0.08194747655190626,0.24812176096884186,0.2684819633282275
qsampled,2,0.24506400906878217,0.0804106206044784,0.23262880731229352,0.2574992108252706
runif,2,0.42797532809358735,0.1071870435819541,0.41361820991757947,0.44233244626959567
m2,2,0.37096106600717643,0.09068522332039135,0.35775527583822403,0.38416685617612906
actual,2,0.25144862149913644,0.08004359685861856,0.24433573173113554,0.25856151126713733
qsampled,3,0.2699876778130739,0.09363936459056636,0.2590331918420817,0.2809421637840663
runif,3,0.45005161773165514,0.11433261226790398,0.4379470903365318,0.4621561451267786
m2,3,0.4021444529816767,0.10181510705746205,0.3907217499631449,0.41356715600020877
actual,3,0.2741235052353884,0.0931820359368934,0.2678577356972331,0.2803892747735442
qsampled,4,0.3039654571895979,0.10911360717254444,0.2937257151083885,0.31420519927080737
runif,4,0.4640672606895033,0.11776088023798992,0.45342950326558046,0.4747050181134264
m2,4,0.41968108528186215,0.10640606743984844,0.4095691854810503,0.42979298508267444
actual,4,0.29957634530127786,0.1054901239820336,0.2938029613751823,0.3053497292273734
qsampled,5,0.30378450661702033,0.10805264005132409,0.2946709909531662,0.31289802228087493
runif,5,0.4554781702751687,0.1162167712822459,0.44602662854837866,0.46492971200195937
m2,5,0.42792910665908074,0.10462750995556132,0.4189611975510682,0.43689701576709405
actual,5,0.3008862556753458,0.10518531535916202,0.2957299525567725,0.3060425587939194
qsampled,6,0.3324056181939535,0.12277572473582384,0.3235378087683781,0.34127342761952906
runif,6,0.47559284177907707,0.12298676767972899,0.46671741405166733,0.4844682695064867
m2,6,0.4638360235912651,0.11393286954463012,0.45529353089843927,0.47237851628409055
actual,6,0.32373631976273937,0.1180938483418545,0.31874887460785095,0.3287237649176278
qsampled,7,0.33825407195961726,0.1289734299747459,0.32983964962077417,0.34666849429846036
runif,7,0.4789976180761168,0.13113179212133733,0.47051308045257356,0.48748215569966
m2,7,0.4599054492092685,0.12226166910399111,0.4517128946600588,0.468098003758478
actual,7,0.32355598839882244,0.1232566692230372,0.31883870251648133,0.32827327428116376
qsampled,8,0.3776636542696681,0.14162583556440245,0.36941581745118934,0.3859114910881468
runif,8,0.5020219210417969,0.13633139388107873,0.49392971830240046,0.510114123781193
m2,8,0.4724545553320589,0.13087895414951495,0.4645258235717298,0.4803832870923881
actual,8,0.3472192142659707,0.13361552951985134,0.3426249455863589,0.35181348294558246
qsampled,9,0.38664633952312066,0.14582925351775403,0.37875578402079996,0.3945368950254419
runif,9,0.504006202502425,0.13890801639021716,0.4963051708665991,0.5117072341382509
m2,9,0.474368380885471,0.13180743780844087,0.46686675828158736,0.4818700034893549
actual,9,0.3491329794489845,0.13606620567967714,0.344761943329098,0.35350401556887107
qsampled,10,0.3919970985629324,0.14904103553096265,0.3844295782652126,0.39956461886065264
runif,10,0.5020108185460043,0.1422679482900188,0.49461724837527704,0.5094043887167318
m2,10,0.47438909496631165,0.136460228355739,0.467148008863112,0.4816301810695118
actual,10,0.35261109160572346,0.14002623927046887,0.3484044713968235,0.3568177118146235
qsampled,11,0.39859839911086004,0.1523198852595451,0.3913041961383372,0.40589260208338307
runif,11,0.5047284737944562,0.1456530795362321,0.4975956847823171,0.5118612628065953
m2,11,0.4785744093471119,0.13895580869487273,0.4716075363253702,0.4855412823688534
actual,11,0.35451966438730403,0.14257651078387734,0.3504724643740785,0.3585668644005299
qsampled,12,0.40881305278793995,0.15531657756931472,0.4017610871987082,0.4158650183771714
runif,12,0.5056455753165063,0.14785622135767834,0.4987650581950591,0.5125260924379531
m2,12,0.48365537547255677,0.14238475690074873,0.4769033662411933,0.49040738470392026
actual,12,0.36426240491186124,0.14615153535686817,0.36033923807594154,0.36818557174778116
qsampled,13,0.4057834779092488,0.15499729132651746,0.3990151886803144,0.4125517671381832
runif,13,0.5120899429778144,0.14685483505974517,0.5055018308869721,0.5186780550686567
m2,13,0.4830721543256081,0.14166845118940824,0.47660142210451356,0.4895428865467028
actual,13,0.3601542028368201,0.1446042502203816,0.35640496100865604,0.36390344466498437
qsampled,14,0.4196793477975189,0.15726860163253742,0.41310969168912004,0.4262490039059177
runif,14,0.5205025398207842,0.1485311046285233,0.5141179892738553,0.5268870903677131
m2,14,0.49133102146730157,0.14505854338925162,0.4850215456480794,0.4976404972865237
actual,14,0.3685284920435075,0.14750096338665616,0.364879633214953,0.37217735087206205
qsampled,15,0.41887385327576,0.15661518967710727,0.4125401976052296,0.4252075089462905
runif,15,0.5203972673727125,0.1490639341739036,0.5142181876514894,0.5265763470939359
m2,15,0.4903630441882348,0.1441188325120799,0.484287322434829,0.49643876594164066
actual,15,0.36548529864934465,0.14673461545916638,0.3619693422022784,0.36900125509641124
qsampled,16,0.4197553683914003,0.15762210988660705,0.41360318143436287,0.4259075553484379
runif,16,0.5213920233720156,0.1497906950878924,0.5153946184132436,0.5273894283307876
m2,16,0.48021046188604805,0.1464026361878206,0.47428127137629145,0.48613965239580464
actual,16,0.3654892724467811,0.14674255419606358,0.36208487581357796,0.36889366907998444
qsampled,17,0.43033314947972345,0.1592821184530374,0.424333331630547,0.4363329673288998
runif,17,0.5322910498015251,0.1510001949584479,0.526449295216623,0.5381328043864276
m2,17,0.48715301789904686,0.14896982236880388,0.48135067081203925,0.4929553649860549
actual,17,0.3717205079216323,0.14949618831446954,0.3683869188018043,0.3750540970414603
qsampled,18,0.4341872721786802,0.1592381171516142,0.4283573257912296,0.4400172185661309
runif,18,0.5358717185578106,0.151667712919792,0.5301820415501874,0.5415613955654337
m2,18,0.4903726401451315,0.15034117360471336,0.4847078997443653,0.4960373805458977
actual,18,0.3729506752875537,0.15010520316310272,0.3697044210725973,0.3761969295025101
qsampled,19,0.4414062939207635,0.1605122075311344,0.435709205069618,0.44710338277190903
runif,19,0.5422519375089928,0.15192219345530283,0.5367093881429497,0.547794486875036
m2,19,0.49572119240744167,0.1519784641481462,0.49017761667977383,0.5012647681351095
actual,19,0.37963026223962,0.15228559791280497,0.37644772850339003,0.38281279597585005
qsampled,20,0.4433628631351795,0.1609662534896538,0.43780219731584163,0.44892352895451754
runif,20,0.5433318630008936,0.1513864438723501,0.5379392050842736,0.5487245209175137
m2,20,0.4985740517165841,0.15126768167075438,0.49318350947679124,0.5039645939563769
actual,20,0.3804222913197743,0.15280856696227546,0.37731502270301426,0.3835295599365342
