random_diss,qsampled_diss,m2_diss,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp,run
0.9694656488549618,0.0,0.0,0.9694656488549618,4,2,4,4,0
0.9341491668399322,0.0,0.0,0.9672230968010218,2,2,4,3,0
0.8870832918433615,0.0,0.0,0.9693381585134565,3,2,2,4,0
0.7006068640166832,0.0,0.0,0.779643828997228,1,4,4,4,0
0.7588594749531838,0.0,0.0,0.8237150631977823,2,1,1,3,0
0.7137630780167298,0.0,0.0,0.655680429353313,2,1,3,3,0
0.7557783947158602,0.0,0.0,0.829868939445697,4,4,3,4,0
0.7894666398972162,0.0,0.125,0.8121017864571825,1,1,5,5,0
0.7112781221871726,0.0,0.2,0.8112697438323786,5,5,3,5,0
0.6401503099684553,0.0,0.27999999999999997,0.8301427694491407,4,3,2,2,0
0.5710928302313705,0.0767107570236181,0.2545454545454545,0.7996164417513971,2,4,3,4,0
0.5947208745921972,0.14076090227164992,0.30377604166666666,0.7329817382721142,4,4,3,4,0
0.6258961919312589,0.1299331405584461,0.3573317307692308,0.7535216045588746,4,1,3,4,0
0.6274697288425098,0.12065220194712852,0.3318080357142857,0.7637902322729021,4,3,3,4,0
0.6414676418293639,0.11260872181731994,0.30968749999999995,0.7687001116977299,2,3,4,3,0
0.6543273031039176,0.10557067670373745,0.29033203125,0.7831563547166219,1,2,3,3,0
0.7028733399259233,0.09936063689763525,0.33207720588235295,0.7893759155502846,3,1,1,5,0
0.6635314346262106,0.09384060151443328,0.31362847222222223,0.7879595805694684,4,2,2,2,0
0.6286087275406205,0.14048056985577892,0.3487006578947368,0.7728038131710754,5,3,3,4,0
0.5971782911635894,0.13345654136298996,0.331265625,0.7825331877299129,5,2,3,5,0
0.6058755203396715,0.17230584930792886,0.35896048585713897,0.8157964850414546,1,1,3,5,0
0.585374305903737,0.16505366193964416,0.3846156531164431,0.7878711282920406,3,1,3,4,0
0.5576474062523135,0.1578774157683553,0.4113714942852934,0.7972726049016035,2,1,3,5,0
0.6036210612639824,0.18641222091402646,0.39361223848414384,0.780858429009721,4,4,2,3,0
0.5888346387038265,0.21684573454835895,0.37815686767471773,0.7929802170441943,3,3,3,3,0
0.6046486910613716,0.2071085618843074,0.4017952044252443,0.8009425163886484,3,2,1,4,0
0.6030113780485907,0.20060095433520667,0.42000924489796687,0.8093825937394367,1,2,4,4,0
0.5932512548745782,0.21547024079147617,0.43797463323076113,0.7863463236544783,3,2,2,3,0
0.6072770736720066,0.23850540836060494,0.4573548182917694,0.7937136918043239,3,3,1,2,0
0.6196324987077453,0.2305552280819181,0.474120282900186,0.8006273141239474,4,2,5,5,0
0.6157733858462051,0.20376312395024335,0.48859008432170425,0.8056667917294524,4,5,3,5,0
