"('diss', 0)","('diss', 10)","('diss', 20)","('diss', 30)","('diss', 40)","('diss', 50)","('diss', 60)","('diss', 70)","('diss', 80)","('diss', 90)","('diss', 100)","('diss', 110)","('diss', 120)","('diss', 130)","('diss', 140)","('diss', 150)","('diss', 160)","('diss', 170)","('diss', 180)","('diss', 190)","('diss', 200)","('diss', 210)",group
0.0,0.0767107570236181,0.17230584930792886,0.20376312395024335,0.2986016571317355,0.3473090482175148,0.364456165183875,0.360982393974551,0.36158683249300044,0.35391309598472337,0.33782008341284386,0.31219618617610656,0.318224556702599,0.3340632328324606,0.3333077800794472,0.3206995591986299,0.3373507699400403,0.3296248517795125,0.31447156389979025,0.30603348417800774,0.30865189087101536,0.30622329988492386,qsampled
0.0,0.3838550045038145,0.45903166663031186,0.44483039858153023,0.4258609389300949,0.38515610757338636,0.40482997785213104,0.4145743958877912,0.3638283776528125,0.35498949952768466,0.3484371353572197,0.3472353134642445,0.3499623039401186,0.3357453013993254,0.3394149483324107,0.3374845220128018,0.3331039668456733,0.3335952377905271,0.3294300201472411,0.3213883718150757,0.30071707157446986,0.29876153857018695,qsampled
0.0,0.0,0.20659354011199269,0.25249767911552273,0.3129110405035239,0.3233247636404742,0.37251980104507454,0.37396749334591917,0.3445875619877216,0.3461378263072288,0.3351382003741574,0.29393359929602747,0.3048886708241705,0.3045185058646961,0.2978976627710054,0.3093365671267642,0.30250779216871077,0.29345630817645124,0.2976770609269535,0.30848073445368257,0.31786901145965457,0.30411808329972445,qsampled
0.8854961832061069,0.39859157734277717,0.30154391331686115,0.35060292539376525,0.36941175682639277,0.37435872002756276,0.3681530361982415,0.3748904373048916,0.34862159028063466,0.3387918465660913,0.343482930685021,0.3453582959985376,0.3509438973940692,0.34306981783988283,0.36567828863208585,0.34964356110572065,0.3593824637747557,0.33847332146512915,0.3268649558861035,0.32755418320348495,0.31471829048726907,0.31086115440770323,qsampled
0.0,0.3896040534131343,0.3699705582805184,0.43390205253592984,0.4312475060810745,0.3810754451657219,0.41280231367370857,0.42544083591953563,0.4108643464335154,0.3777813605652275,0.3595946867941538,0.3129247145519575,0.31363823346104297,0.3071152158649682,0.2953030153569361,0.29414318232693687,0.28453404900393364,0.28177088323279853,0.2744808836521268,0.2695216080017701,0.27521278575435165,0.2727074576910117,qsampled
0.0,0.4972251585279446,0.45351618094095225,0.39710041013823033,0.4298790147512019,0.41551053405802535,0.44890669180916704,0.43726649040463467,0.432177104177864,0.42094555223016916,0.3868128293154171,0.3629112150433516,0.33175948326389654,0.3280256393026169,0.3201172272447215,0.3249420266325058,0.32910931867381504,0.32516631389774653,0.319480652875111,0.3084587999110512,0.30719673199410397,0.3050284366189761,qsampled
0.0,0.4318130502867179,0.3478094709185476,0.32021895109913695,0.3599402079523657,0.34180849321749424,0.3680937539621427,0.3605170832829507,0.379273143929614,0.38152500381385945,0.3560171748390493,0.3359110362191535,0.3332260159919719,0.3201901699145719,0.31565071672218226,0.3198327015447087,0.3134538661770383,0.30399717123764325,0.305710143794445,0.2989778541872332,0.28883506570069345,0.2884678122974083,qsampled
0.0,0.18308457711442785,0.17902232603928964,0.27630745668270207,0.35421353543256306,0.33670359096203945,0.306061145269761,0.3356281533861424,0.3709763600829568,0.3752645482656161,0.3692912672040977,0.3373990043846275,0.3478697784155874,0.33442750192101467,0.30765643735416176,0.31348964435213017,0.31678485591819994,0.31734921127122084,0.3021173118964294,0.309594750161644,0.30307690164382084,0.3039519398200495,qsampled
0.0,0.2585289388417999,0.23035985997209368,0.364007116019006,0.38708303131724464,0.4262123466420819,0.4119805586077564,0.42868975451154484,0.4159412666371147,0.4121428535371726,0.4119442019543742,0.387480639510202,0.36489058137688185,0.3672564115795264,0.3633705305070515,0.36075460681350974,0.3533428640947607,0.3434371442628331,0.3418619723249313,0.34010508174819776,0.3379733281674982,0.339898372420929,qsampled
0.0,0.0,0.12821593915343915,0.281346316655789,0.3286728108112226,0.34836046723687636,0.36052250892829635,0.375940074545436,0.3965421664244739,0.3620666018444198,0.3648442491462882,0.32226677157820627,0.31615068653657624,0.304312651678953,0.2944281206918772,0.2740992399955136,0.27445393810434066,0.2690233001122306,0.26552914038751296,0.2661565370130324,0.2657755612308195,0.25615791026617574,qsampled
