x,kappa
1.0836341527563838,0.4399261510384919
1.0886349920900005,0.4399261510385114
1.0936358314236174,0.8798523020769838
1.0986366707572341,0.0
1.103637510090851,0.8798523020769838
1.1086383494244678,0.4399261510385114
1.1136391887580848,0.4399261510384919
1.1186400280917015,1.3197784531155343
1.1236408674253184,1.3197784531154757
1.1286417067589354,2.6395569062309514
1.133642546092552,3.9593353593466034
1.138643385426169,1.7597046041539677
1.1436442247597858,3.9593353593466034
1.1486450640934027,5.279113812461903
1.1536459034270194,3.9593353593466034
1.1586467427606364,6.158966114538887
1.1636475820942533,7.038818416615871
1.16864842142787,6.15896611453916
1.173649260761487,6.598892265577379
1.1786501000951037,8.358596869731718
1.1836509394287207,10.998153775962297
1.1886517787623374,4.839187661423626
1.1936526180959544,7.478744567654362
1.198653457429571,9.23844917180874
1.203654296763188,11.87800607803928
1.2086551360968047,10.558227624924275
1.2136559754304217,10.118301473885314
1.2186568147640386,8.798523020769837
1.2236576540976554,10.558227624924275
1.2286584934312723,7.958664005150899
1.233659332764889,7.478744567654694
1.238660172098506,5.279113812461903
1.2436610114321227,4.839187661423626
1.2486618507657397,4.399261510384918
1.2536626900993566,3.5194092083079354
1.2586635294329733,3.9593353593466034
1.2636643687665903,2.199630755192459
1.268665208100207,1.3197784531155343
1.273666047433824,1.7597046041539677
1.2786668867674407,4.399261510385115
1.2836677261010576,0.8798523020769838
1.2886685654346746,1.7597046041539677
1.2936694047682913,0.4399261510385114
1.2986702441019082,2.159637468734415
1.303671083435525,0.6798858697867904
1.308671922769142,0.0
1.3136727621027586,0.0
1.3186736014363756,0.0
1.3236744407699923,0.0
1.3286752801036092,0.4399261510384919
