questions asked,auc,z_auc,z_auc_lb,z_auc_ub
1.0,0.5490320518155629,0.5477435825183791,0.5269141697045874,0.5686424385425682
4.0,0.60187338012512,0.6624207359434992,0.6033272096131753,0.7216320964767783
7.0,0.6609332162703205,0.7203227239946538,0.6531658985356094,0.787578466293949
10.0,0.6930096492930717,0.7507917875719826,0.6902667274361795,0.8113992178529986
13.0,0.6907952240921011,0.7553311217606081,0.6962042564235377,0.8145464570830913
16.0,0.7002883794111343,0.7540797980218218,0.6949258430735069,0.8133157036709129
19.0,0.7713133048157701,0.8099424633888643,0.7583539910960247,0.8618211691874769
22.0,0.7674205490978745,0.8039371609890437,0.7515670126726228,0.8563892008842534
25.0,0.7798985737811561,0.814863777641061,0.7641931092054185,0.8656548666484984
28.0,0.8168409363163927,0.8461019285064112,0.809309101726623,0.8829446298840763
31.0,0.7994689567466797,0.8318889544725523,0.7822807204800292,0.8815581997228255
34.0,0.8415091815203615,0.860549283925346,0.8175600361143076,0.903576777304995
37.0,0.8385261307001933,0.8437157765956635,0.8019390491353877,0.8856448011906634
40.0,0.8388415688495954,0.8653597898613637,0.8303255302813684,0.9004275920295638
43.0,0.8639494475303716,0.8810934659953541,0.8507107853819803,0.9115080486086472
