random_diss,qsampled_diss,m2_diss,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp,run
0.8854961832061069,0.0,0.0,0.9847328244274809,5,3,5,3,0
0.919401788101108,0.0,0.4766536964980545,0.9417827546261919,2,2,2,2,0
0.9227729982348062,0.0,0.317769130998703,0.9523779303969032,2,4,5,5,0
0.9265880558157544,0.0,0.23832684824902725,0.7908846417944609,1,4,4,2,0
0.9412704446526036,0.18923661048150492,0.39066147859922185,0.8327077134355687,2,1,1,3,0
0.7921741383778181,0.1576971754012541,0.43057731036025954,0.7753032767520507,3,1,5,3,0
0.8218827915199439,0.2780261503439321,0.5120080952097823,0.8086073212346461,2,2,1,4,0
0.786392974616769,0.24327288155094057,0.4480070833085595,0.7934978705225129,5,1,3,5,0
0.7559608539560138,0.30513145026750277,0.3982285184964973,0.7730552108574094,5,1,4,5,0
0.6803647685604124,0.2746183052407525,0.3584056666468476,0.6957496897716683,3,1,2,3,0
0.6763646656334328,0.3101095627483516,0.32433830620335313,0.677440914771877,3,3,4,3,0
0.7032862045299065,0.2841532236000384,0.29731011401974033,0.69307195874674,3,1,3,2,0
0.7381265340226406,0.2622952833231124,0.35044194771789944,0.7151881560948249,3,2,3,5,0
0.7189551808492024,0.3149884773714615,0.3968389514523352,0.7446481476902191,4,1,1,4,0
0.733093800976497,0.2939892455466974,0.374481790951679,0.7569957295027844,5,2,1,4,0
0.7497754384154659,0.2756149177000288,0.4040280679060879,0.7678432186310824,3,2,4,3,0
0.7448866871361247,0.2610183544241638,0.43465766289959445,0.7738268656169778,1,3,3,4,0
0.7515507621847162,0.24641602389756587,0.4126739654044113,0.7312762701077001,5,5,3,5,0
0.7383112483855205,0.23344675948190452,0.4425332303831265,0.7295077516075397,3,4,3,4,0
0.7084084555869821,0.2217744215078093,0.4205372909523898,0.6974515136756393,4,2,1,3,0
0.6360584480151638,0.25655364370206374,0.4004786416077284,0.6698684635618247,5,1,1,5,0
0.6057253890111343,0.24489589575618656,0.39514210759021096,0.6708605262540873,2,5,1,5,0
0.6179485353774927,0.23424824811461323,0.4105707116080279,0.6853491662369725,3,1,4,5,0
0.6352314321367984,0.274487904443171,0.42799415039629113,0.7400579246156355,1,2,3,4,0
0.6529544551305458,0.2658554144796577,0.4519660015480166,0.7562280959383595,4,3,4,4,0
0.666302360702448,0.2556302062304401,0.47081457785414077,0.7656039384022688,4,3,1,4,0
0.6731812298614281,0.2104124866503369,0.4848361709099669,0.7739949848712661,4,1,4,4,0
0.6812819002235201,0.2352237275707354,0.4996634505203252,0.7792282560732072,4,1,2,3,0
0.6914634936775647,0.22706030105601438,0.513775723122646,0.7849618109295368,2,1,5,4,0
0.6981383386188871,0.2525183647020314,0.4966498656852245,0.7880835077906524,2,2,5,4,0
0.6980619025558016,0.24428729166076088,0.5201594067217655,0.7960308743676285,3,1,5,5,0
0.6749862808542078,0.2366536425128992,0.5299523742492585,0.7416983114798742,1,3,4,5,0
0.6947537101083318,0.25702556829154255,0.5434673162181611,0.7687795450704922,3,4,2,5,0
0.7017241123346718,0.249465992753556,0.5548630143479676,0.775580146686066,1,1,4,5,0
0.7102898076835358,0.27069493767591524,0.5393585864843526,0.7737702234981473,1,1,2,5,0
0.70291478241701,0.2874811894071398,0.5459772496095023,0.7923127407652991,1,3,2,3,0
0.6839401642737246,0.30673845455829823,0.5582481347551915,0.7915516111066755,2,1,3,3,0
0.6896224119901988,0.324982179438343,0.5699482877460472,0.7897847120991025,4,2,3,4,0
0.6768842907442731,0.31664930304248806,0.5667207988817412,0.7818469138610912,4,3,4,4,0
0.6593381665930282,0.3333194194564932,0.5811954625890785,0.7777565341865396,3,3,4,3,0
0.6681922476449563,0.32518967751853,0.5907958503669235,0.7815522672703441,2,3,5,4,0
0.6480658206881037,0.3087648626638042,0.5841408674370863,0.7623739795850067,1,1,1,4,0
0.6511021440552575,0.3014544898235131,0.5541160197412064,0.7616951462595826,4,1,1,4,0
0.6486018505374797,0.2970878190100413,0.5470287175939564,0.7486286994489032,1,1,5,5,0
0.6341899488382504,0.29153987148627786,0.5451538434405834,0.7422738256987537,4,4,4,5,0
0.6289982709361431,0.2852256618464191,0.5353608641677534,0.7307054551093125,3,1,1,5,0
0.6222454816924443,0.29955608783253085,0.5301133809873033,0.7131169483235408,2,1,1,5,0
0.6260363404146008,0.31414866933601976,0.5364397772584496,0.7190937383503272,4,1,3,4,0
