random_diss,qsampled_diss,m2_diss,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp,run
0.8854961832061069,0.0,0.0,0.9847328244274809,3,2,5,2,0
0.8921644340155048,0.0,0.0,0.9748566845872813,2,1,2,3,0
0.9163621924273704,0.0,0.0,0.9744272170376295,2,5,1,5,0
0.9217799514601774,0.0,0.0,0.9405195596125284,1,1,3,4,0
0.937423961168142,0.0,0.0,0.9524156476900227,1,1,1,3,0
0.833517539003644,0.0,0.0,0.8819785354777991,3,5,4,5,0
0.8652904786410103,0.0,0.14285714285714285,0.9395552486881579,5,2,2,3,0
0.7926997668076128,0.0,0.125,0.9043443466552403,3,1,3,4,0
0.7615668914589859,0.08888888888888889,0.18575498575498575,0.9046338449127114,1,1,3,5,0
0.6854102023130875,0.18,0.2171794871794872,0.9141704604214402,3,1,3,4,0
0.5981091069765503,0.16363636363636364,0.28541614234964113,0.8089086424720434,2,3,3,4,0
0.554284249724801,0.15,0.3320741721538377,0.745767483862145,2,1,4,4,0
0.5833422947422359,0.13846153846153847,0.306530005065081,0.7541240233820796,2,4,3,4,0
0.5510786220348868,0.1285714285714286,0.28463500470328945,0.711783477595678,3,4,2,5,0
0.5793646777744329,0.12000000000000001,0.31623405036674834,0.7293558762978379,2,1,4,5,0
0.5608796629074273,0.16545138888888888,0.34942081110771545,0.692873075776796,1,1,5,2,0
0.5822826934890903,0.2145424836601307,0.3288666457484381,0.7035601768000409,4,4,5,5,0
0.5519219832484807,0.20262345679012345,0.3571091886236324,0.7074264025144568,1,4,3,5,0
0.5228734578143502,0.24353801169590644,0.338313968169757,0.7194590398362173,2,2,4,3,0
0.5302338824819646,0.2639698067632851,0.36677870454387784,0.7354351416109063,2,1,3,3,0
0.5698335993156045,0.33924641579165127,0.3608073048201136,0.7669297117820039,3,1,1,4,0
0.5347434772014404,0.33667466203265833,0.3540347883977159,0.7367387270528599,5,2,1,5,0
0.5555915942201006,0.3220366332486297,0.38212023238042386,0.7562988458483326,3,4,2,5,0
0.5755065489042005,0.31077893402376394,0.37948927546632877,0.7260702967334032,3,4,4,3,0
0.5888887932772251,0.33369661387211574,0.39090660692470736,0.7533413364438709,1,3,4,4,0
0.6047025679435476,0.3208621287231882,0.4143332758891417,0.7245627004258183,1,2,2,4,0
0.624216289607085,0.34207369051820913,0.4304467690177455,0.7606366864859977,2,3,3,3,0
0.6562026238565384,0.33682441937498886,0.4527000734436336,0.7714376649516925,4,1,4,2,0
0.6680577057925198,0.32520978422412716,0.46755490195579147,0.7793191247809446,5,2,4,4,0
0.6788178902991411,0.3443080158600293,0.45196973855726513,0.7863693435573594,4,1,3,4,0
0.6367371746519579,0.33075751290462263,0.42122130463551005,0.7718342641418812,1,1,3,5,0
0.6415276442379951,0.34549805924192045,0.45358414365193234,0.7479654810910686,1,3,5,5,0
0.652011655018662,0.30472539078004407,0.4697708699177129,0.7548165146517686,1,1,4,2,0
0.632223304628519,0.31374476146881447,0.4664033098311517,0.7401117881606427,2,1,4,4,0
0.6133845706133539,0.34240074954418936,0.47998587825179495,0.7567072107321113,1,5,1,5,0
0.6048314826892061,0.3328860210498673,0.4846566458211834,0.7538747262394465,2,2,2,4,0
0.5884846858597682,0.3238795447625893,0.471557817555746,0.7541524618382783,1,4,4,4,0
0.599437245873594,0.33900552165480186,0.45914840130427903,0.7817881798355582,4,1,4,3,0
0.6082643342792377,0.35595409802262745,0.4729854308053368,0.7884822558104706,3,4,4,4,0
0.5930577259222567,0.3470552455720618,0.4860506728448278,0.7687549477629465,3,3,3,2,0
0.5905552323742191,0.3489311443609628,0.4916086890043146,0.7510525862391741,4,3,4,4,0
0.5804821446848492,0.3395594176704119,0.47937102427856976,0.7503792455484252,4,1,3,2,0
0.6085513634873269,0.34857279718287804,0.46229680609910656,0.7385443361656221,4,2,3,2,0
0.5987557656179133,0.34728124227234297,0.4592944528049417,0.7315971381030067,3,5,5,5,0
0.5760199428501666,0.3538468312307138,0.46682712667947224,0.7153596527779508,4,2,2,5,0
0.5867759045606455,0.34611321891629243,0.4618638153669641,0.7196176799151953,4,1,1,5,0
0.5761246358249259,0.3387491078755203,0.45813129894613547,0.7103856928045377,2,1,3,5,0
0.5854232841104242,0.35252516812811363,0.46710393899453617,0.7170398778241651,1,4,4,3,0
0.6113653384536508,0.36630370649394767,0.4716258501866868,0.6872832717921606,2,3,4,1,0
0.6015726380087496,0.35897802782642074,0.4821965289480509,0.6869797468935175,4,3,4,3,0
0.6078417934502501,0.3715004415131778,0.47505949351407184,0.6934326474805144,2,2,2,3,0
0.596168849433337,0.3835877170554424,0.48515450325418585,0.6993281734905045,1,1,3,4,0
0.6037738629968906,0.38963573168274873,0.49486856923052197,0.7033296017575627,3,3,2,2,0
0.6114443578969874,0.3818594573324879,0.5037239245100925,0.7002238098080068,4,1,1,4,0
0.6183574907837087,0.391861587412585,0.5124605929313469,0.7034015587205884,2,1,4,5,0
0.6181819431028133,0.38930462854418657,0.5127307947138886,0.6897926428107498,2,3,4,3,0
0.6224885787825493,0.38962528212298186,0.5193105477136227,0.685308017868185,1,1,4,5,0
0.626241604554347,0.4001065099631139,0.5275982968909741,0.6896078399863573,3,5,4,5,0
0.6156273863336456,0.40072126122267165,0.518496311955629,0.6920790791242724,2,2,5,5,0
0.6187001564433908,0.4090079259065905,0.5254729280145028,0.6968622055652491,5,5,5,4,0
0.6227839725320611,0.4170693021982735,0.5223395937661959,0.7013835854322925,1,2,4,2,0
0.6097048849612628,0.4052864586119622,0.5201871011881115,0.6865401852244623,2,1,1,3,0
0.6028936127792851,0.4141727496777106,0.5277873490417074,0.6914857678462024,2,1,1,4,0
0.5881248112056137,0.41710193320224087,0.5139253191279587,0.674973419547574,4,3,2,4,0
0.5732838630831548,0.4051507522311654,0.5119411209786981,0.6704906235667206,1,1,2,4,0
0.5597878936258444,0.4139485549556281,0.5027878874093107,0.6448928984383977,1,3,1,3,0
0.5414669810525955,0.4209387317553726,0.509158047294029,0.6339935979902126,1,1,4,4,0
0.5241074721243963,0.419234380287246,0.5186698237081582,0.6460251257771694,1,2,4,4,0
0.5195775310320903,0.42963193057177174,0.49703655409941816,0.6597485521267614,5,5,4,1,0
0.5358693693170187,0.4325283565780273,0.5026344445964105,0.6528668628539548,1,2,1,5,0
0.5403030758518022,0.43361380075449696,0.500019023099095,0.6487327772200085,2,1,5,3,0
0.5430240196417007,0.42909775614059487,0.505337271543418,0.6318177327151867,5,5,4,5,0
0.5372792111584381,0.44402268237888093,0.4899062814938024,0.6322995030747952,5,3,4,3,0
0.5435321947914321,0.45153588937376105,0.49679356568832833,0.6372684287089196,4,3,2,5,0
0.5341488545032447,0.44822008377689676,0.4904913266994393,0.6081566595268194,3,3,4,5,0
0.5286542878712154,0.45407354031531494,0.4971623391508803,0.6141636046500872,4,1,2,5,0
0.5209670088200132,0.44221850431417287,0.480123389487245,0.5992519894835767,1,2,4,4,0
0.5162065316844151,0.436487693504896,0.4832150353256314,0.6043897844901975,5,2,4,5,0
0.5102636042935166,0.4317477824937639,0.4972804498006755,0.6090710241240548,5,2,4,5,0
0.5089167382825563,0.4324762263507795,0.499721215711941,0.6084648014602564,5,4,5,5,0
