random_diss,qsampled_diss,m2_diss,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp,run
0.8854961832061069,0.0,0.8854961832061069,0.9694656488549618,3,5,4,1,0
0.9252383639765943,0.0,0.919401788101108,0.9341491668399322,1,1,2,3,0
0.8811427566011364,0.2643171806167401,0.8772517060174788,0.9472888718727303,4,1,1,3,0
0.6787451361867705,0.40973218555714963,0.7420033188372626,0.8962048168542058,4,3,4,3,0
0.5429961089494164,0.3277857484457197,0.59360265506981,0.9169638534833646,1,4,1,4,0
0.625,0.2731547903714331,0.5024509803921569,0.8455167267918805,2,4,2,3,0
0.5357142857142857,0.3769898203183712,0.5735294117647058,0.8687100936659894,5,3,1,5,0
0.375,0.4285711892538298,0.6299987798149562,0.8492992804552872,2,4,2,5,0
0.3316213576745145,0.4555960428695011,0.583895358861525,0.8443341829418051,5,1,2,4,0
0.3117925552403964,0.4233697719158844,0.5255058229753724,0.8492340979809578,1,2,3,2,0
0.3555925678167237,0.47289027430777536,0.5513621523588147,0.7498755857079686,2,1,2,4,0
0.40928257145407737,0.5160466719033395,0.5766344198756879,0.6934035218952675,1,4,3,4,0
0.44949459172310663,0.47635077406462106,0.5629647671573574,0.6400277477034308,2,5,5,5,0
0.45609297239876084,0.4978141815480196,0.5945848562814152,0.6577880340508353,2,1,3,2,0
0.4762614868825216,0.5266955349620597,0.6107750941056757,0.6789601289893182,3,3,4,4,0
0.49495150715177355,0.4434298418047087,0.5883637121275797,0.6990476191276298,1,1,4,5,0
0.5018898435432252,0.4173457334632552,0.5537540820024278,0.7090780660843166,3,3,2,4,0
0.5226920077598926,0.3941598593819633,0.5229917182862495,0.6693578529485393,3,1,5,1,0
0.49518190208831925,0.3734146036250178,0.521781627850131,0.6867600712144056,3,3,3,4,0
0.5190872728771087,0.3957764821394191,0.4851475456763515,0.7348092937745008,4,2,3,5,0
0.51093017092439,0.42226989192264447,0.4862818054718742,0.6954340577528315,2,1,1,5,0
0.47387208015114696,0.4472854977357353,0.49351208729725043,0.6780578202027995,5,1,1,4,0
0.5170013409355348,0.4278383021820077,0.5155333008930222,0.6922330277740155,4,2,3,2,0
0.5306349245964134,0.423238891259136,0.5355261045310439,0.665532358896125,3,1,2,3,0
0.5196489244936141,0.4064758150079315,0.5455894936076436,0.6903734621386682,3,4,4,3,0
0.5381239658592444,0.39084212981531874,0.5627881139761344,0.7022821751333349,4,2,2,2,0
0.5495104552571991,0.4061042060977941,0.5443976106145376,0.7416233835968157,1,4,4,4,0
0.5361027814812142,0.39809863466250633,0.5591132992756442,0.7551795164629059,2,4,4,3,0
0.5493225720467104,0.4187311665228476,0.5398335303351047,0.7633181176210878,5,2,4,3,0
0.5640394547637642,0.404773460972086,0.5218390793239346,0.7709017033028314,2,4,3,3,0
0.5761617367276476,0.41962748568106234,0.504496780844845,0.777906656244489,5,2,4,5,0
0.5845065079255231,0.4339954161661824,0.48850112207699686,0.7863742169024245,1,1,4,5,0
0.5970978635802369,0.4484276060066695,0.5036367450520709,0.7924363125062919,4,2,5,4,0
0.6033775164339374,0.4477162771312505,0.4783822851144458,0.7777744122212525,1,4,4,4,0
0.610599089231577,0.4492550841176135,0.4854045769601813,0.7822684271596435,2,4,5,5,0
0.5829444310771845,0.4339948783085321,0.49969386178729674,0.7809268301562764,4,3,4,2,0
0.5756032506350169,0.4222605086031742,0.513215649306559,0.7789588535912332,3,3,4,2,0
0.56219363182486,0.43745015929649556,0.5260206520607917,0.7847757258651481,4,2,4,3,0
0.5734194361370432,0.4518756826996206,0.5131987802736966,0.7939073506098646,3,1,4,3,0
0.5838584960311357,0.4405763983349738,0.5250694833661409,0.798560465650655,2,4,1,4,0
0.569570110514537,0.44816445958489276,0.5108974714102266,0.8019578226405333,2,3,2,4,0
0.5652134892407753,0.44716809151628684,0.4843156387509332,0.7941083531156795,3,4,3,3,0
0.5559262965415095,0.4654297053941316,0.44800638274154164,0.775358712478122,5,2,2,4,0
0.5518773494055003,0.46787032378736365,0.4404097584171597,0.7655210227199835,5,4,5,2,0
0.5409402236732896,0.4683788089883076,0.44155264435045993,0.758781953273664,4,1,1,5,0
0.5329923750869493,0.4565556809113646,0.4514873517984152,0.7611360650269268,2,2,2,5,0
0.5351633483596266,0.46723799946242134,0.4474864287847347,0.7313109550810413,4,3,5,3,0
0.5448433040872515,0.4575069858881086,0.43814010681670035,0.7367745513966132,4,1,4,4,0
0.5541322162487361,0.4685842290732863,0.4398014629904669,0.7217510708680577,2,3,4,4,0
0.5436532872967733,0.4777217705666461,0.4444333514124557,0.7233250739667693,1,4,4,2,0
0.5526307619896197,0.45341719743120107,0.45513553729570316,0.7289427380450156,2,1,2,4,0
0.5406393113741006,0.45721541838990815,0.4585030930783275,0.7157897059725082,1,2,2,4,0
0.5276888589986067,0.4644953635531503,0.4605693429399266,0.7063263417633907,1,1,2,4,0
0.533162562129695,0.4484308118664977,0.47272295911025114,0.7117741733203512,2,1,3,4,0
0.5415017129414732,0.4546664467139581,0.47232164991349446,0.7170146428963449,2,2,3,4,0
0.5411558086711088,0.4367116529442178,0.47388996594510396,0.6925795835239578,2,3,1,4,0
0.5384677116136829,0.44659390464695087,0.4762446794900944,0.69383430546718,4,3,4,4,0
0.5292070166292872,0.4560515611316681,0.48568111582736584,0.6980426336526977,2,4,4,5,0
0.5225142737409143,0.45826393802002374,0.47744923250825794,0.6842153572502835,5,4,4,5,0
0.5229780378355654,0.47924060826979936,0.4737288198933226,0.688181824147227,3,5,5,5,0
0.5311779762161808,0.47335526414905577,0.4752650223506869,0.6922491943622564,5,4,5,5,0
0.5359053214217744,0.47668690332650404,0.4687816181052915,0.7061890108849597,1,1,1,4,0
0.5439466874195326,0.4691784060571709,0.48320380978538635,0.7099626774224198,4,1,3,2,0
0.54228134766825,0.46184765083732426,0.466333531518549,0.7052855222748191,1,2,2,3,0
0.5339648808726338,0.4547997107553911,0.4605577708937881,0.7029478308296476,4,3,3,4,0
0.5281472846629859,0.46125267245144835,0.4666173903088408,0.6892330885660847,2,1,3,3,0
0.5187199411676225,0.4664846863754936,0.4707990422081608,0.6881297125280457,2,3,4,4,0
0.5156125186486513,0.4743305159807907,0.4680597622863696,0.683776001567747,4,4,1,3,0
0.5260935923349258,0.4718774176048493,0.4508541441348802,0.6804265554030673,1,2,5,5,0
0.5282901660250269,0.4605377902465013,0.43756326617290375,0.6617318211867409,3,2,2,5,0
0.5306647938669999,0.4623149563396412,0.4396517711845704,0.6693777644426583,5,1,2,4,0
0.5198390360543047,0.47458141189844993,0.45152859468342005,0.6679562107753889,4,2,3,4,0
0.5219202381061626,0.4909399219956861,0.4345684038941524,0.6605149806524028,1,3,4,5,0
0.5283985870869419,0.4973789655543337,0.4287057319724932,0.6636963169051943,2,1,2,5,0
0.5213769948549201,0.5005043857326325,0.42876670694900837,0.6714381829379606,1,1,4,4,0
0.5162463130962972,0.5048101385160211,0.42499685762704575,0.6481781683826866,3,1,5,5,0
0.49885552574560404,0.5012379931066866,0.4176423362686757,0.6389274502358856,1,4,5,4,0
0.494220535820663,0.5100587315483289,0.4177414290187419,0.6433644602492586,3,3,3,2,0
0.5017402504610088,0.5080962884804818,0.40892078162166884,0.6555250303910896,3,1,5,5,0
0.5142348165070819,0.4997262280329059,0.41918724307077593,0.6566243339909178,3,4,4,5,0
0.5075696342288502,0.4938999053922328,0.4255011809492907,0.6565817106318681,2,1,3,3,0
0.4993507102086506,0.4948602574184731,0.42361456687091537,0.6387333759804625,1,2,2,5,0
0.4932132892954515,0.4914738741250712,0.4212803024430161,0.6379984644691862,4,3,1,3,0
0.49881577241175684,0.4901808792654104,0.41344931090308057,0.641094867761679,5,2,3,4,0
0.49353822481567444,0.4832963454775742,0.4151837184601399,0.6458936226948924,1,4,4,5,0
0.4892877769224042,0.4836430511710679,0.40960874072476183,0.6318056233931358,5,2,4,5,0
0.47581321176070224,0.48086956134756736,0.4100622176924123,0.627917936494792,4,1,5,4,0
0.4856679083284181,0.48125303548007226,0.4055344229524037,0.617801617034427,1,1,1,5,0
0.48597729327671585,0.4852770388615806,0.39790277200248786,0.6226901909012112,4,4,5,2,0
0.49166585316854305,0.48010384175702747,0.3926513531735238,0.6184419256988304,2,1,3,3,0
0.4903904320331889,0.47452639048378725,0.3898625833681637,0.6123466777440012,2,3,4,2,0
0.4931743499233302,0.4781812599799564,0.3838993853887032,0.6037071979216357,4,4,3,4,0
0.49261678049976176,0.47173125060027654,0.39154721735373205,0.5961993643128852,2,4,3,3,0
