random_diss,qsampled_diss,m2_diss,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp,run
0.9694656488549618,0.0,0.0,0.9847328244274809,3,3,4,3,0
0.4847328244274809,0.0,0.4766536964980545,0.9748566845872813,4,1,2,4,0
0.6329936891190547,0.0,0.6276076038327706,0.9714903594752213,1,2,1,5,0
0.4984472049689441,0.0,0.6500915541313802,0.9383169164407222,2,4,3,3,0
0.3987577639751553,0.19898751653914742,0.5200732433051042,0.9506535331525778,4,1,3,4,0
0.48507520432154255,0.16582293044928953,0.4411764705882353,0.8863838218214114,4,5,4,5,0
0.5611180418665506,0.14213394038510532,0.37815126050420167,0.931526269044203,1,2,2,4,0
0.5910626315845281,0.12436719783696715,0.3211399844631509,0.8882596114435151,1,4,4,4,0
0.5986766906972291,0.11054862029952635,0.37434665285613417,0.87153288369887,4,5,4,5,0
0.6388090216275062,0.19949375826957372,0.33691198757052077,0.8843795953289831,1,1,3,4,0
0.6716445651159147,0.180581696098418,0.3062836250641098,0.780352417670116,1,1,2,2,0
0.6990075180229218,0.16553322142354984,0.28075998964210064,0.7153230495309396,3,3,4,4,0
0.722816598658288,0.1527998966986614,0.3351649098308474,0.7357276245110094,4,4,4,4,0
0.7089454430400773,0.14188561836304273,0.37543744990431926,0.7574773903149118,3,4,3,4,0
0.7122571261477504,0.13242657713883987,0.4009829992210428,0.7720035281691229,1,1,1,5,0
0.675553555763516,0.17710130495655127,0.45005542525301834,0.7549658106583128,5,4,4,5,0
0.6946386407186033,0.22550711054734238,0.4824051061204879,0.7515630444481952,1,5,3,4,0
0.6950358328167259,0.2129789377391567,0.5036514912255036,0.7241969936077522,1,5,3,3,0
0.6847707889842666,0.2017695199634116,0.5287224653715297,0.7228010686075891,5,3,5,5,0
0.7002138038723638,0.19168104396524102,0.548696388673139,0.7376318889636173,3,5,4,3,0
0.7283904904453842,0.17800569666695035,0.5180404635561674,0.7294209495369082,1,1,2,4,0
0.7278825604660587,0.18488911117153758,0.509467752293063,0.7355447235280713,5,1,1,4,0
0.6962354926197084,0.21885626217258694,0.5294235892755819,0.7551753021144118,4,2,3,5,0
0.6907358129800172,0.28593498123678174,0.5645275882952598,0.7268858833815407,4,4,4,3,0
