random_diss,qsampled_diss,m2_diss,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp,run
0.8854961832061069,0.0,0.8854961832061069,0.9847328244274809,5,3,5,5,0
0.919401788101108,0.0,0.44274809160305345,0.9690201087117949,2,2,2,4,0
0.6129345254007387,0.0,0.29516539440203565,0.9675993088915638,4,2,5,5,0
0.734650377660792,0.22549019607843138,0.4963235294117647,0.9353986285029791,3,4,3,3,0
0.7877203021286336,0.3793796734018925,0.3970588235294118,0.9058189028023833,4,1,2,4,0
0.7775147091729956,0.3161497278349104,0.33088235294117646,0.8468782219668696,2,1,4,4,0
0.810251178668229,0.41384262385849463,0.4264705882352941,0.876743794144842,5,1,5,3,0
0.7089697813347005,0.3621122958761828,0.5268410427343447,0.8443880845401325,1,1,3,4,0
0.6111353655182177,0.4107664852232736,0.49219959256764795,0.8325359708958632,3,1,4,1,0
0.5500218289663958,0.3696898367009463,0.4429796333108832,0.8492823738062769,3,1,2,4,0
0.5467320329895027,0.38843651011856406,0.4760413844344928,0.7342555596348695,1,3,1,3,0
0.5843981322675278,0.3560668009420171,0.506809209030341,0.756375675083823,3,2,2,2,0
0.6096905288811392,0.3286770470234004,0.49851072637703725,0.7639161998943979,3,1,4,5,0
0.6149459862661232,0.3052001150931575,0.4849273793444931,0.7675591719812455,4,4,4,5,0
0.6384748419433123,0.3249193854044729,0.48719214613626644,0.775247487782171,5,2,4,5,0
0.5985701643218553,0.3046119238166934,0.5096940258916387,0.7892945197957855,1,4,2,5,0
0.572972082429486,0.2867818977547663,0.4797120243686011,0.7940163255366982,2,2,3,4,0
0.5414425453408626,0.27084957010172367,0.4530631082987464,0.7956518950354687,5,4,2,5,0
0.5392613587439751,0.256594329570054,0.4292176815461808,0.7904951857496363,1,4,2,5,0
0.5741157532230518,0.29376461309155133,0.45775679746887177,0.7996805512887841,5,5,3,5,0
0.5727843471719611,0.32511573092467516,0.4718627471205944,0.7511218621940372,1,1,2,4,0
0.5909672736628537,0.31039245051962727,0.46401716654915875,0.7539416335330412,5,2,1,3,0
0.6087513052427296,0.3295058222361652,0.48825610401582187,0.7727381907543863,1,5,5,5,0
0.6179184361243816,0.31793690680348546,0.4811392846832079,0.7530899368051917,4,4,3,3,0
0.6346544524935513,0.3218417437350308,0.5013781465537209,0.7727164889981034,4,4,3,3,0
0.6487062043207223,0.3094632151298373,0.5205559101478087,0.7814581624981763,1,2,1,4,0
0.6561392186185271,0.33109695890979723,0.5364129153465547,0.7881646710577515,4,3,3,4,0
0.6739793636652361,0.36093332455466925,0.5545681272902175,0.7837548510914988,4,4,3,4,0
0.6507386959526419,0.3484873478458876,0.5699278470388308,0.7912115803642057,2,2,4,5,0
0.6503002267596827,0.3334763273610644,0.5191367738766669,0.7688248087815238,1,3,2,4,0
0.6293228000900156,0.35351131245798906,0.515885667758734,0.7524384175570702,2,3,2,3,0
0.6096573018998837,0.36691080376251173,0.5346077947147845,0.7708550705093578,3,5,3,5,0
0.6260805399362157,0.3558056415020834,0.5476715283569039,0.7822229748744005,2,5,5,4,0
0.60766640640868,0.37475253439908096,0.560975306934642,0.7886283192341995,4,4,3,4,0
0.6187125343259381,0.39240186384585374,0.5728454043199567,0.7904786457706786,4,5,4,5,0
0.6233788252241808,0.3815207336914429,0.5814268980296231,0.8105872444328197,4,3,4,3,0
0.6060139797075538,0.38622063779584104,0.5656346507104977,0.8097743617536924,3,3,1,3,0
0.5900685300398416,0.40228006248392056,0.5761352469715925,0.7884944711792293,4,1,3,4,0
0.6005797405259623,0.41728164478309954,0.5869808723955757,0.7935931199221182,4,1,2,2,0
0.5849865770895981,0.4068077221251084,0.592101166430606,0.7953965657030293,1,2,4,4,0
0.5860532307966297,0.40130946817924795,0.5948304062737618,0.7850978982554933,1,1,3,5,0
0.571923355663729,0.4148159049605479,0.5806901986059344,0.7650459176903629,3,3,3,4,0
0.5992144397687629,0.38498834586944297,0.5290093552421651,0.7336988713402965,4,5,2,4,0
0.5750830692734111,0.3800553456237147,0.5144633288301519,0.7318023385513108,4,1,4,4,0
0.5842759844054468,0.38426389541838285,0.5107791767426397,0.7297434636551311,1,2,1,3,0
0.5827696637216891,0.39719173569085414,0.5053208833626772,0.7258314063870468,1,1,1,4,0
0.5869399792949602,0.3999942575777309,0.49456937520602456,0.7155354591773585,3,1,1,5,0
0.5929046131988852,0.3916544788468262,0.46538889093743085,0.7183478074818526,2,3,4,2,0
0.6075451866563136,0.39847177250336185,0.480035403070277,0.6787248801069183,3,3,4,3,0
0.6150025260502926,0.4105107258755903,0.490591026579142,0.6716461667284973,1,1,4,4,0
0.6214734475783953,0.41130564723869134,0.5009405925440096,0.6782848692404784,1,1,2,4,0
0.608136931616475,0.4029741334882195,0.5051847949487709,0.6645040437459302,2,3,4,2,0
0.6081166688472882,0.39398057396521424,0.49591198430926575,0.6628054213500164,4,3,4,4,0
0.5984292456836549,0.38703383127699625,0.5052234650557379,0.6693283941733307,3,2,3,4,0
0.6057305321257702,0.37949394185957486,0.5024899705363748,0.6753539070111542,5,1,5,3,0
0.6091809609998248,0.38335100551718615,0.5023715182598046,0.6522891559471135,4,3,3,3,0
0.5981473079992695,0.3916630863110672,0.5092776057913944,0.6644271098059817,4,4,4,5,0
0.6051339488221746,0.38496004712714266,0.5177064516579052,0.6706295434976952,4,5,4,5,0
0.5975774339978783,0.39177398754548154,0.5162420953521606,0.6746102649945841,5,4,2,4,0
0.6043943001581927,0.39452876105773466,0.5297387194527399,0.6714307987407538,3,5,5,5,0
0.6056546085929042,0.40447667715380575,0.532476727132084,0.6739886987390825,3,3,2,5,0
0.5959413304876215,0.3917842299142126,0.5215566621651883,0.6846111482500981,4,1,1,2,0
0.5997694272495956,0.40173501754860247,0.528371032576626,0.6896597237499132,3,1,1,3,0
0.5991493767621247,0.38886160059305075,0.5296016896132276,0.661648176196504,1,3,2,3,0
0.5890299677481875,0.3934318378062466,0.5367514346396667,0.6514849747384323,2,3,2,2,0
0.5782722087446754,0.3858086560549105,0.5241864288507544,0.6503470377045504,3,3,1,4,0
0.5795880850046475,0.39535239747911227,0.5267440503261993,0.6442984903323332,2,1,4,3,0
0.5749394031296591,0.39120848105395384,0.5346327592428126,0.6327328502773488,3,1,4,2,0
0.5838709977009126,0.3837775729944383,0.5174857336075352,0.6428904333039624,4,2,5,4,0
0.582072025758538,0.3879671425812364,0.5038900122521214,0.6286368969115425,1,2,1,4,0
0.5821761156674191,0.36675057479434503,0.5029343030493003,0.6316276805841358,3,3,3,5,0
0.5650599599268582,0.36185302875071435,0.5178398438610918,0.6525127012436944,4,4,4,2,0
0.5731232274347257,0.3595833828051573,0.5178201069147664,0.6435688041792239,5,1,2,3,0
0.5767974052454513,0.3464603486208345,0.5059752529332262,0.6422678886048588,1,1,5,5,0
