0,1,2,y
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.9428571428571428,0.9622641509433962,0.9069767441860466,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.9877551020408163,0.9937106918238994,0.9767441860465116,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.9428571428571428,0.9622641509433962,0.9069767441860466,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.9428571428571428,0.9622641509433962,0.9069767441860466,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.9428571428571428,0.9622641509433962,0.9069767441860466,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.9428571428571428,0.9622641509433962,0.9069767441860466,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.0,0.0,0.0,qsampled
0.7020408163265306,0.7044025157232705,0.6976744186046512,qsampled
0.0,0.0,0.0,m2
0.0,0.0,0.0,m2
0.0,0.0,0.0,m2
0.7020408163265306,0.7044025157232705,0.6976744186046512,m2
0.9428571428571428,0.9622641509433962,0.9069767441860466,m2
0.0,0.0,0.0,m2
0.7020408163265306,0.7044025157232705,0.6976744186046512,m2
0.0,0.0,0.0,m2
0.0,0.0,0.0,m2
0.7020408163265306,0.7044025157232705,0.6976744186046512,m2
0.0,0.0,0.0,m2
0.0,0.0,0.0,m2
0.7020408163265306,0.7044025157232705,0.6976744186046512,m2
0.0,0.0,0.0,m2
0.7020408163265306,0.7044025157232705,0.6976744186046512,m2
0.0,0.0,0.0,m2
0.0,0.0,0.0,m2
0.7020408163265306,0.7044025157232705,0.6976744186046512,m2
0.0,0.0,0.0,m2
0.7020408163265306,0.7044025157232705,0.6976744186046512,m2
0.0,0.0,0.0,m2
0.0,0.0,0.0,m2
0.0,0.0,0.0,m2
0.0,0.0,0.0,m2
0.0,0.0,0.0,m2
0.0,0.0,0.0,m2
0.0,0.0,0.0,m2
0.9428571428571428,0.9622641509433962,0.9069767441860466,m2
