questions asked,auc,z_auc,z_auc_lb,z_auc_ub
1.0,0.506180303130399,0.523968849660122,0.5049707536304512,0.5430260312039161
6.0,0.733649999960998,0.780068066476103,0.7265993216126709,0.8336080236348716
11.0,0.7723053138925708,0.8192220094754868,0.7759039724230897,0.8627784826547232
16.0,0.8803251432526826,0.826343985619439,0.7875667788118066,0.8651913277153721
21.0,0.9056794885412945,0.8901645710349667,0.8676283582855536,0.9127342905532555
26.0,0.9164092762611118,0.9009428583879197,0.8803396209384162,0.9215828846987508
31.0,0.9361373449719315,0.8212386395242546,0.7882858474770942,0.8542811488199268
36.0,0.9484609040797306,0.9041775206727616,0.8893166016633874,0.919072475014057
41.0,0.9666019001692745,0.9679308086527458,0.9641240719639421,0.9717410891217826
46.0,0.9661913040819867,0.7761264204362206,0.7389969765218165,0.8133804466214057
51.0,0.9799741429035251,0.6942598571892395,0.647242891572399,0.7414529833951881
56.0,0.9889282606129871,0.7032139748987014,0.656197009281861,0.75040710110465
61.0,0.9898308821204296,0.7279261202156676,0.6848272350668972,0.7711864859044537
66.0,0.9947406597966822,0.6137882788443013,0.5510989913551807,0.6767124471188994
71.0,0.995284438443975,0.6381415813011179,0.5793703742800673,0.6971329890585536
76.0,0.9939874975331262,0.6606541641997931,0.6058010376468125,0.7157128114400664
81.0,0.9959120252898176,0.6863882157660081,0.6354531696810977,0.7375141024891191
86.0,0.9959234961040947,0.6149711151517137,0.5522818276625931,0.6778952834263118
91.0,0.9937581300326398,0.6604247966993065,0.605571670146326,0.7154834439395799
96.0,0.9976937296136028,0.6167413486612219,0.5540520611721014,0.67966551693582
101.0,0.9983826864078965,0.6174303054555155,0.5547410179663951,0.6803544737301136
