variable,questions,mean,var,lower,upper
qsampled,1,0.15979033880399823,0.07744811501353976,0.14252082917270772,0.17705984843528874
runif,1,0.4226949644618316,0.15551375876716442,0.3982235547025113,0.44716637422115196
m2,1,0.3230214253842887,0.1282334607787784,0.3007998286746782,0.3452430220938992
qsampled,2,0.20984468362719821,0.08582418767730658,0.19166528843411856,0.22802407882027775
runif,2,0.4808529635435964,0.14535843068191376,0.4571940556947388,0.5045118713924536
m2,2,0.3709516862068447,0.14246852285525885,0.3475291434381522,0.3943742289755371
qsampled,3,0.2196769426274238,0.08838096712545766,0.2012287444768613,0.2381251407779862
runif,3,0.4937366777280164,0.13915105224542387,0.47058844567947855,0.5168849097765541
m2,3,0.32128040796531315,0.13234896633445856,0.29870503901347106,0.34385577691715513
qsampled,4,0.20662340512179123,0.08237086503958344,0.1888135087158275,0.22443330152775506
runif,4,0.4187581926231454,0.13216939074131592,0.39619814438540635,0.4413182408608848
m2,4,0.28495317456450714,0.10692624442593572,0.2646615538235792,0.3052447953054352
qsampled,5,0.22818417726416276,0.07938692029821014,0.21069984475491013,0.24566850977341545
runif,5,0.4138394553439008,0.12422731450792421,0.39196772572956284,0.4357111849582389
m2,5,0.2931037922607195,0.09627441977498744,0.27384939026404415,0.3123581942573948
qsampled,6,0.24022943232483457,0.08808864046795045,0.22181176884153778,0.25864709580813144
runif,6,0.4637458938902007,0.13611571429145425,0.44085152305117997,0.48664026472922156
m2,6,0.22851506083238296,0.09104998502213398,0.20979037588332278,0.24723974578144325
qsampled,7,0.22047267379933538,0.08062926303301629,0.2028520643651432,0.23809328323352769
runif,7,0.464060448914276,0.13459714404325615,0.44129414640190806,0.4868267514266443
m2,7,0.24154451039331679,0.08566563257817468,0.22338191564075704,0.2597071051458766
qsampled,8,0.19691407333894922,0.07991740700781558,0.17937142037444537,0.2144567263034533
runif,8,0.47069319645773783,0.15166959802765337,0.4465261349296858,0.4948602579857901
m2,8,0.21713604650271004,0.08438004439576195,0.19911025038355565,0.23516184262186454
qsampled,9,0.1709276884167084,0.07817460880259797,0.15357737044925995,0.18827800638415693
runif,9,0.5049514493339592,0.1671757243555898,0.4795790705289949,0.5303238281389238
m2,9,0.19654481680969968,0.08719968581778144,0.17822032075028776,0.21486931286911176
qsampled,10,0.21060280434268594,0.09461937880882373,0.19151461975218503,0.22969098893318696
runif,10,0.4690206683929003,0.16080555870435445,0.44413638672371714,0.49390495006208357
m2,10,0.25114977223411505,0.10445179665938767,0.2310943164078207,0.27120522806040964
qsampled,11,0.17868637070907334,0.07661781262551724,0.16150968162922147,0.19586305978892532
runif,11,0.4571742197811982,0.1600153409328871,0.4323511555821032,0.48199728398029346
m2,11,0.20608385009311944,0.08191340237917683,0.1883234779097091,0.22384422227652995
qsampled,12,0.17152880516623575,0.08563360746939351,0.153369605669317,0.18968800466315455
runif,12,0.49079660312309825,0.1715513414241264,0.46509432379879745,0.5164988824473989
m2,12,0.21116876304365553,0.09572271199954431,0.19196960970894678,0.23036791637836435
qsampled,13,0.17152880516623575,0.08563360746939351,0.153369605669317,0.18968800466315455
runif,13,0.49079660312309825,0.1715513414241264,0.46509432379879745,0.5164988824473989
m2,13,0.21116876304365553,0.09572271199954431,0.19196960970894678,0.23036791637836435
qsampled,14,0.17152880516623575,0.08563360746939351,0.153369605669317,0.18968800466315455
runif,14,0.49079660312309825,0.1715513414241264,0.46509432379879745,0.5164988824473989
m2,14,0.21116876304365553,0.09572271199954431,0.19196960970894678,0.23036791637836435
qsampled,15,0.1874781375109248,0.08823932073713227,0.16904472856533997,0.2059115464565096
runif,15,0.5014943493180685,0.16424410185241586,0.47634542168359895,0.526643276952538
m2,15,0.2335838309252049,0.10043846872233726,0.21391744210180286,0.253250219748607
qsampled,16,0.16966292011962042,0.0786338783143213,0.15226171092992252,0.18706412930931843
runif,16,0.4781628275789379,0.16594864961606637,0.4528837372781286,0.5034419178797473
m2,16,0.20958926570781358,0.08961353689012697,0.19101287276021703,0.2281656586554102
qsampled,17,0.16966292011962042,0.0786338783143213,0.15226171092992252,0.18706412930931843
runif,17,0.4781628275789379,0.16594864961606637,0.4528837372781286,0.5034419178797473
m2,17,0.20958926570781358,0.08961353689012697,0.19101287276021703,0.2281656586554102
qsampled,18,0.16966292011962042,0.0786338783143213,0.15226171092992252,0.18706412930931843
runif,18,0.4781628275789379,0.16594864961606637,0.4528837372781286,0.5034419178797473
m2,18,0.20958926570781358,0.08961353689012697,0.19101287276021703,0.2281656586554102
qsampled,19,0.17252292017867513,0.08255637576846571,0.1546929798607818,0.19035286049656858
runif,19,0.48237213067021156,0.16955185970659403,0.4568200741925414,0.5079241871478819
m2,19,0.2136182691177643,0.09491361177827812,0.19450042879582807,0.23273610943970063
qsampled,20,0.14525233194338102,0.0784733665205477,0.12786889197843926,0.16263577190832285
runif,20,0.5199838953760939,0.18560835467243142,0.49324931693710433,0.5467184738150832
m2,20,0.1820888573530584,0.0907070984705141,0.16339946345193604,0.2007782512541809
qsampled,21,0.14525233194338102,0.0784733665205477,0.12786889197843926,0.16263577190832285
runif,21,0.5199838953760939,0.18560835467243142,0.49324931693710433,0.5467184738150832
m2,21,0.1820888573530584,0.0907070984705141,0.16339946345193604,0.2007782512541809
qsampled,22,0.14525233194338102,0.0784733665205477,0.12786889197843926,0.16263577190832285
runif,22,0.5199838953760939,0.18560835467243142,0.49324931693710433,0.5467184738150832
m2,22,0.1820888573530584,0.0907070984705141,0.16339946345193604,0.2007782512541809
qsampled,23,0.14291897375297585,0.07657842452111918,0.12574670038387,0.16009124712208164
runif,23,0.5298124064374908,0.1877428378627924,0.502924544528263,0.5567002683467189
m2,23,0.19388363736797265,0.10040449430013165,0.1742205750125954,0.21354669972334983
qsampled,24,0.14977360486087882,0.08686760439060562,0.1314840345547838,0.16806317516697378
runif,24,0.5845733804130235,0.18772063849221335,0.5576871082082636,0.6114596526177837
m2,24,0.19574970911977088,0.1150825418120621,0.1746983905898156,0.2168010276497261
qsampled,25,0.14977360486087882,0.08686760439060562,0.1314840345547838,0.16806317516697378
runif,25,0.5845733804130235,0.18772063849221335,0.5576871082082636,0.6114596526177837
m2,25,0.19574970911977088,0.1150825418120621,0.1746983905898156,0.2168010276497261
qsampled,26,0.14977360486087882,0.08686760439060562,0.1314840345547838,0.16806317516697378
runif,26,0.5845733804130235,0.18772063849221335,0.5576871082082636,0.6114596526177837
m2,26,0.19574970911977088,0.1150825418120621,0.1746983905898156,0.2168010276497261
qsampled,27,0.14977360486087882,0.08686760439060562,0.1314840345547838,0.16806317516697378
runif,27,0.5845733804130235,0.18772063849221335,0.5576871082082636,0.6114596526177837
m2,27,0.19574970911977088,0.1150825418120621,0.1746983905898156,0.2168010276497261
qsampled,28,0.14977360486087882,0.08686760439060562,0.1314840345547838,0.16806317516697378
runif,28,0.5845733804130235,0.18772063849221335,0.5576871082082636,0.6114596526177837
m2,28,0.19574970911977088,0.1150825418120621,0.1746983905898156,0.2168010276497261
qsampled,29,0.16934545011693217,0.0899714905686324,0.1507319932309839,0.18795890700288043
runif,29,0.5657763980995014,0.18087509403010693,0.5393849047746921,0.5921678914243109
m2,29,0.19456298520522403,0.1072902352695165,0.17423685614890994,0.21488911426153812
qsampled,30,0.1882738168791098,0.09811933287696503,0.1688358036544342,0.20771183010378538
runif,30,0.5541646502484987,0.1767864045746657,0.5280731524008041,0.5802561480961933
m2,30,0.22047129466081145,0.1176153998398923,0.19918957713042826,0.24175301219119458
qsampled,31,0.18676143969819972,0.09763902105870359,0.1673710611290988,0.20615181826730064
runif,31,0.5532670092769576,0.1771039097903749,0.5271520920083922,0.5793819265455232
m2,31,0.21887807153769592,0.11715402210563272,0.19763813662627677,0.24011800644911507
qsampled,32,0.18676143969819972,0.09763902105870359,0.1673710611290988,0.20615181826730064
runif,32,0.5532670092769576,0.1771039097903749,0.5271520920083922,0.5793819265455232
m2,32,0.21887807153769592,0.11715402210563272,0.19763813662627677,0.24011800644911507
qsampled,33,0.18676143969819972,0.09763902105870359,0.1673710611290988,0.20615181826730064
runif,33,0.5532670092769576,0.1771039097903749,0.5271520920083922,0.5793819265455232
m2,33,0.21887807153769592,0.11715402210563272,0.19763813662627677,0.24011800644911507
qsampled,34,0.18676143969819972,0.09763902105870359,0.1673710611290988,0.20615181826730064
runif,34,0.5532670092769576,0.1771039097903749,0.5271520920083922,0.5793819265455232
m2,34,0.21887807153769592,0.11715402210563272,0.19763813662627677,0.24011800644911507
qsampled,35,0.16454593043894047,0.09352660583976934,0.14556829206412808,0.18352356881375292
runif,35,0.5352394629806613,0.1853901683241116,0.5085206026791973,0.5619583232821255
m2,35,0.1764773770932515,0.10195553966435948,0.15666301962501816,0.19629173456148485
qsampled,36,0.16454593043894047,0.09352660583976934,0.14556829206412808,0.18352356881375292
runif,36,0.5352394629806613,0.1853901683241116,0.5085206026791973,0.5619583232821255
m2,36,0.1764773770932515,0.10195553966435948,0.15666301962501816,0.19629173456148485
qsampled,37,0.16260759053085103,0.09282889015006106,0.14370087199315554,0.18151430906854657
runif,37,0.5337872482065916,0.1858444429706071,0.5070356723772305,0.5605388240359528
m2,37,0.17499102233995142,0.10152756735828065,0.155218295341231,0.19476374933867185
qsampled,38,0.16260759053085103,0.09282889015006106,0.14370087199315554,0.18151430906854657
runif,38,0.5337872482065916,0.1858444429706071,0.5070356723772305,0.5605388240359528
m2,38,0.17499102233995142,0.10152756735828065,0.155218295341231,0.19476374933867185
qsampled,39,0.16260759053085103,0.09282889015006106,0.14370087199315554,0.18151430906854657
runif,39,0.5337872482065916,0.1858444429706071,0.5070356723772305,0.5605388240359528
m2,39,0.17499102233995142,0.10152756735828065,0.155218295341231,0.19476374933867185
qsampled,40,0.16260759053085103,0.09282889015006106,0.14370087199315554,0.18151430906854657
runif,40,0.5337872482065916,0.1858444429706071,0.5070356723772305,0.5605388240359528
m2,40,0.17499102233995142,0.10152756735828065,0.155218295341231,0.19476374933867185
qsampled,41,0.16817009053085102,0.10121625895963159,0.1484277008183009,0.1879124802434012
runif,41,0.5521455815399249,0.1866411891701546,0.5253367228010793,0.5789544402787704
m2,41,0.1906389390066181,0.11349315539838865,0.16973349406846808,0.21154438394476807
qsampled,42,0.16817009053085102,0.10121625895963159,0.1484277008183009,0.1879124802434012
runif,42,0.5521455815399249,0.1866411891701546,0.5253367228010793,0.5789544402787704
m2,42,0.1906389390066181,0.11349315539838865,0.16973349406846808,0.21154438394476807
qsampled,43,0.16817009053085102,0.10121625895963159,0.1484277008183009,0.1879124802434012
runif,43,0.5521455815399249,0.1866411891701546,0.5253367228010793,0.5789544402787704
m2,43,0.1906389390066181,0.11349315539838865,0.16973349406846808,0.21154438394476807
qsampled,44,0.16817009053085102,0.10121625895963159,0.1484277008183009,0.1879124802434012
runif,44,0.5521455815399249,0.1866411891701546,0.5253367228010793,0.5789544402787704
m2,44,0.1906389390066181,0.11349315539838865,0.16973349406846808,0.21154438394476807
qsampled,45,0.16817009053085102,0.10121625895963159,0.1484277008183009,0.1879124802434012
runif,45,0.5521455815399249,0.1866411891701546,0.5253367228010793,0.5789544402787704
m2,45,0.1906389390066181,0.11349315539838865,0.16973349406846808,0.21154438394476807
qsampled,46,0.16817009053085102,0.10121625895963159,0.1484277008183009,0.1879124802434012
runif,46,0.5521455815399249,0.1866411891701546,0.5253367228010793,0.5789544402787704
m2,46,0.1906389390066181,0.11349315539838865,0.16973349406846808,0.21154438394476807
qsampled,47,0.16817009053085102,0.10121625895963159,0.1484277008183009,0.1879124802434012
runif,47,0.5521455815399249,0.1866411891701546,0.5253367228010793,0.5789544402787704
m2,47,0.1906389390066181,0.11349315539838865,0.16973349406846808,0.21154438394476807
qsampled,48,0.16817009053085102,0.10121625895963159,0.1484277008183009,0.1879124802434012
runif,48,0.5521455815399249,0.1866411891701546,0.5253367228010793,0.5789544402787704
m2,48,0.1906389390066181,0.11349315539838865,0.16973349406846808,0.21154438394476807
qsampled,49,0.16817009053085102,0.10121625895963159,0.1484277008183009,0.1879124802434012
runif,49,0.5521455815399249,0.1866411891701546,0.5253367228010793,0.5789544402787704
m2,49,0.1906389390066181,0.11349315539838865,0.16973349406846808,0.21154438394476807
qsampled,50,0.16817009053085102,0.10121625895963159,0.1484277008183009,0.1879124802434012
runif,50,0.5521455815399249,0.1866411891701546,0.5253367228010793,0.5789544402787704
m2,50,0.1906389390066181,0.11349315539838865,0.16973349406846808,0.21154438394476807
qsampled,51,0.16817009053085102,0.10121625895963159,0.1484277008183009,0.1879124802434012
runif,51,0.5521455815399249,0.1866411891701546,0.5253367228010793,0.5789544402787704
m2,51,0.1906389390066181,0.11349315539838865,0.16973349406846808,0.21154438394476807
qsampled,52,0.16817009053085102,0.10121625895963159,0.1484277008183009,0.1879124802434012
runif,52,0.5521455815399249,0.1866411891701546,0.5253367228010793,0.5789544402787704
m2,52,0.1906389390066181,0.11349315539838865,0.16973349406846808,0.21154438394476807
qsampled,53,0.2141809600960684,0.12395352082547366,0.1923333461305053,0.23602857406163152
runif,53,0.5332542771920988,0.18152845543119536,0.506815160838681,0.559693393545517
m2,53,0.22204111291966155,0.12402632495246753,0.20018708379557634,0.24389514204374677
qsampled,54,0.2141809600960684,0.12395352082547366,0.1923333461305053,0.23602857406163152
runif,54,0.5332542771920988,0.18152845543119536,0.506815160838681,0.559693393545517
m2,54,0.22204111291966155,0.12402632495246753,0.20018708379557634,0.24389514204374677
qsampled,55,0.2141809600960684,0.12395352082547366,0.1923333461305053,0.23602857406163152
runif,55,0.5332542771920988,0.18152845543119536,0.506815160838681,0.559693393545517
m2,55,0.22204111291966155,0.12402632495246753,0.20018708379557634,0.24389514204374677
qsampled,56,0.2141809600960684,0.12395352082547366,0.1923333461305053,0.23602857406163152
runif,56,0.5332542771920988,0.18152845543119536,0.506815160838681,0.559693393545517
m2,56,0.22204111291966155,0.12402632495246753,0.20018708379557634,0.24389514204374677
qsampled,57,0.2141809600960684,0.12395352082547366,0.1923333461305053,0.23602857406163152
runif,57,0.5332542771920988,0.18152845543119536,0.506815160838681,0.559693393545517
m2,57,0.22204111291966155,0.12402632495246753,0.20018708379557634,0.24389514204374677
qsampled,58,0.2141809600960684,0.12395352082547366,0.1923333461305053,0.23602857406163152
runif,58,0.5332542771920988,0.18152845543119536,0.506815160838681,0.559693393545517
m2,58,0.22204111291966155,0.12402632495246753,0.20018708379557634,0.24389514204374677
qsampled,59,0.2141809600960684,0.12395352082547366,0.1923333461305053,0.23602857406163152
runif,59,0.5332542771920988,0.18152845543119536,0.506815160838681,0.559693393545517
m2,59,0.22204111291966155,0.12402632495246753,0.20018708379557634,0.24389514204374677
qsampled,60,0.2141809600960684,0.12395352082547366,0.1923333461305053,0.23602857406163152
runif,60,0.5332542771920988,0.18152845543119536,0.506815160838681,0.559693393545517
m2,60,0.22204111291966155,0.12402632495246753,0.20018708379557634,0.24389514204374677
qsampled,61,0.21749346009606843,0.12125860454726767,0.19588464949771203,0.23910227069442483
runif,61,0.5183792771920989,0.17539361092716454,0.4923907621820199,0.5443677922021781
m2,61,0.23137065837420703,0.12191114240777935,0.20970378324568717,0.25303753350272684
qsampled,62,0.21749346009606843,0.12125860454726767,0.19588464949771203,0.23910227069442483
runif,62,0.5183792771920989,0.17539361092716454,0.4923907621820199,0.5443677922021781
m2,62,0.23137065837420703,0.12191114240777935,0.20970378324568717,0.25303753350272684
qsampled,63,0.2010145351544125,0.11520066294649449,0.17995241582075183,0.22207665448807318
runif,63,0.5082656987973421,0.17875553886507495,0.4820292933504164,0.5345021042442675
m2,63,0.2168969412646232,0.11737972956507585,0.1956365559031792,0.2381573266260672
qsampled,64,0.20968653859670436,0.11281738673906011,0.18884342489183378,0.23052965230157488
runif,64,0.4825341236329375,0.17309555720693687,0.45671642420194747,0.5083518230639275
m2,64,0.23242756385319813,0.11549883777544497,0.21133820450567656,0.2535169232007197
qsampled,65,0.20968653859670436,0.11281738673906011,0.18884342489183378,0.23052965230157488
runif,65,0.4825341236329375,0.17309555720693687,0.45671642420194747,0.5083518230639275
m2,65,0.23242756385319813,0.11549883777544497,0.21133820450567656,0.2535169232007197
qsampled,66,0.20968653859670436,0.11281738673906011,0.18884342489183378,0.23052965230157488
runif,66,0.4825341236329375,0.17309555720693687,0.45671642420194747,0.5083518230639275
m2,66,0.23242756385319813,0.11549883777544497,0.21133820450567656,0.2535169232007197
qsampled,67,0.20968653859670436,0.11281738673906011,0.18884342489183378,0.23052965230157488
runif,67,0.4825341236329375,0.17309555720693687,0.45671642420194747,0.5083518230639275
m2,67,0.23242756385319813,0.11549883777544497,0.21133820450567656,0.2535169232007197
qsampled,68,0.20968653859670436,0.11281738673906011,0.18884342489183378,0.23052965230157488
runif,68,0.4825341236329375,0.17309555720693687,0.45671642420194747,0.5083518230639275
m2,68,0.23242756385319813,0.11549883777544497,0.21133820450567656,0.2535169232007197
qsampled,69,0.20968653859670436,0.11281738673906011,0.18884342489183378,0.23052965230157488
runif,69,0.4825341236329375,0.17309555720693687,0.45671642420194747,0.5083518230639275
m2,69,0.23242756385319813,0.11549883777544497,0.21133820450567656,0.2535169232007197
qsampled,70,0.20968653859670436,0.11281738673906011,0.18884342489183378,0.23052965230157488
