questions asked,auc,z_auc,z_auc_lb,z_auc_ub
1.0,0.610424112205775,0.6212559248080326,0.5806217273716648,0.66197648686143
6.0,0.8248828910345023,0.8524084600568868,0.8053192298357872,0.8996702065168094
11.0,0.8825036937483823,0.9014014816994771,0.8660608080303378,0.9367628855488634
16.0,0.9082109497231191,0.922462345080731,0.893519651462109,0.951541042209861
21.0,0.9333185870002612,0.9394804724227013,0.9161509671795516,0.9630102899832397
26.0,0.9498318166132999,0.9531593041774324,0.9364752274217945,0.9698522184619179
31.0,0.9632788741125902,0.9449091720824896,0.9281528119219642,0.9616851720012675
36.0,0.9718541235168986,0.971444380807642,0.9618103795975413,0.9810841849967168
41.0,0.971678807089333,0.9718236182085989,0.9647526066612592,0.9788997237107159
46.0,0.9779279180887298,0.976252029702325,0.970698853875681,0.9818094856363807
51.0,0.982101291605093,0.942840424904302,0.9312197959211191,0.954487825650979
56.0,0.9835368554087224,0.9648449470192395,0.9583843207523829,0.971363395754996
61.0,0.986648415446838,0.9661672721739,0.9596823057605337,0.972666514598896
66.0,0.9848514337827361,0.9261771613160117,0.9121547954874112,0.9402382313392487
71.0,0.9827727977015427,0.9814190891268931,0.9768751974199648,0.9859660688608727
76.0,0.9935139355974565,0.8632881000057672,0.8417402417324927,0.8849161890709547
81.0,0.9927339588351922,0.9185201823798086,0.9052781345492605,0.9318084642390007
86.0,0.9953120588497678,0.79049572403124,0.7560351861751827,0.8250829107236284
91.0,0.9940486671812097,0.8828826558757392,0.8637372197535617,0.9020970265554428
96.0,0.9958142014881943,0.8476660533400462,0.823286885983166,0.8721365632246121
101.0,0.9950105536712555,0.7913068499675517,0.7577854948518414,0.8249538010588298
