,random_diss,qsampled_diss,qsampled_diss_pos,m2_diss,m2_diss_pos,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp
0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1
1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2
2,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2
3,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2
4,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2
5,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2
6,0.5106023636848281,0.004062562188647645,0.01143467252479091,0.004062562188647645,0.01143467252479091,0.5106023636848281,2,1,2,1
7,0.4506235255575688,0.007401199248410897,0.017150140189185627,0.44061818709837675,0.37130180819621267,0.8838405134075347,2,1,1,2
8,0.4043860422813022,0.010410641117606277,0.01524456905705389,0.3954924080953537,0.3300460517299668,1.1616793745117835,1,2,1,2
9,0.3680296375051975,0.013451776457871167,0.01532014628599262,0.3600253667378438,0.2986414806916143,1.367399019547425,2,1,1,2
10,0.807663914738979,0.015018506843832324,0.020019288467535125,0.33008540709835293,0.27758413792719117,1.779194914828272,2,1,2,2
11,1.242293150829504,0.5147625498550911,0.4521834184519727,0.30360632926663,0.2551306274412906,2.0413122101890138,2,2,1,2
12,1.1512318474335121,0.4796651388417462,0.42575652787895907,0.28475170445239756,0.24386164386909867,2.104895801870174,1,1,1,2
13,1.2713733829065625,0.44973367333993824,0.4021532173021995,0.26874262712125735,0.2332508250073291,2.156918483454892,2,1,1,2
14,1.192097697261923,0.42523396833307386,0.3753430028153862,0.25630899186230505,0.2177007700068405,2.1823888426284506,2,1,1,2
15,1.2660232008439074,0.5470884549731112,0.49258980255233054,0.2463920842186557,0.211046074075802,2.194421149625027,2,2,1,2
16,1.329867439450941,0.5207940434192213,0.46361393181395816,0.2377856944738514,0.1986315991301666,2.2036537441861124,1,1,2,2
17,1.2615461071790544,0.49742123314909686,0.44959699636136086,0.23013557025624762,0.19933590438222437,2.2118604949070773,1,1,2,1
18,1.4076094096265601,0.3712525873748766,0.3351661378486469,0.22002073358506805,0.19172544412060052,2.3686111144259736,2,1,2,1
19,1.5674268056233762,0.35497516117425987,0.320586185921901,0.040019057825216246,0.04490195755520648,2.4910330859558543,1,1,1,1
20,1.7639175357747732,0.3429642086560496,0.3110249961071734,0.0409601299351021,0.048646919668077174,2.4910330859558543,1,1,1,2
21,1.785727856556425,0.3324711672680794,0.30177979920195486,0.04434856651536897,0.051455669407329006,2.479257443432771,2,1,1,2
22,1.8013040394373372,0.3234351358741315,0.29398947411023213,0.047998288274092034,0.05468960816573825,2.4640175624957092,1,1,1,1
23,1.8061513592573253,0.3113955958823414,0.32751542471681033,0.04741080513483453,0.059330209513155624,2.440262003914029,1,1,2,2
24,1.7390186397474274,0.30405310690744314,0.31441480772813796,0.050761745400461626,0.05685811745010747,2.4269287344259483,2,1,1,1
25,1.8214242227549666,0.29632307145484205,0.31053631898082723,0.05285416299003573,0.06312675676402554,2.3339744724545026,1,1,1,2
26,1.830980419752184,0.290293750016682,0.3105363189808272,0.1307998314011819,0.0606988045807938,2.324184744347785,1,1,1,2
27,1.7720376882215851,0.28357893212752977,0.30315444180043455,0.12974349872411656,0.06257016867447641,2.2447921218495486,2,1,2,2
28,1.8611642792032403,0.2770427258351417,0.3225881353213906,0.28070654615145496,0.12983231083093488,2.2954624620024093,2,1,2,2
29,1.7286335970828792,0.26853184511230094,0.33314056718694174,0.27177584815140193,0.1470314952651224,2.3585729030118365,2,2,1,1
30,1.7358761488152936,0.26484213010310603,0.3316252840291031,0.26785500920726385,0.15171984783801104,2.285092162239017,1,1,1,2
31,1.742651439145617,0.2613830222819858,0.33020776107499594,0.3219858201701042,0.19154483213742654,2.274150806975027,1,1,1,2
